Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire ,Current Status Date,Status,Region,Graduation Date,Graduate Team Location
Barclay,3B22,Male,LR,Y,1/6/2022,Guava - 2G317 - LRYF,Wiggins - 8WW19 - LRBM,3/5/2022,Puppy Raising,New Hampshire Puppy Raising Region,,
Biscuit,4B22,Female,LR,Y,1/6/2022,Guava - 2G317 - LRYF,Wiggins - 8WW19 - LRBM,3/11/2022,Puppy Raising,Northern NJ Puppy Raising Region,,
Bentley (Chris),5B22,Male,LR,B,1/6/2022,Guava - 2G317 - LRYF,Wiggins - 8WW19 - LRBM,4/15/2022,Other School,,,
Badge (Arlo),6B22,Male,LR,B,1/6/2022,Guava - 2G317 - LRYF,Wiggins - 8WW19 - LRBM,4/5/2022,Released,,,
Artie,1A22,Male,LR,B,1/2/2022,Brio - S - 6B319 - LRYF,Darren - 4D20 - LRBM,4/10/2022,Puppy Raising,Bay Puppy Raising Region,,
Angus,2A22,Male,LR,B,1/2/2022,Brio - S - 6B319 - LRYF,Darren - 4D20 - LRBM,4/4/2022,Other School,,,
Alastair,3A22,Male,LR,B,1/2/2022,Brio - S - 6B319 - LRYF,Darren - 4D20 - LRBM,4/4/2022,Other School,,,
Asher,4A22,Male,LR,B,1/2/2022,Brio - S - 6B319 - LRYF,Darren - 4D20 - LRBM,2/28/2022,Released,,,
Alana,7A22,Female,LR,B,1/2/2022,Brio - S - 6B319 - LRYF,Darren - 4D20 - LRBM,3/1/2022,Released,,,
Amber,5A22,Female,LR,B,1/2/2022,Brio - S - 6B319 - LRYF,Darren - 4D20 - LRBM,3/20/2022,Puppy Raising,Fingerlakes Puppy Raising Region,,
Archer,6A22,Male,LR,B,1/2/2022,Brio - S - 6B319 - LRYF,Darren - 4D20 - LRBM,3/22/2022,Puppy Raising,Richmond Puppy Raising Region,,
Allegra (Layla),8A22,Female,LR,B,1/2/2022,Brio - S - 6B319 - LRYF,Darren - 4D20 - LRBM,3/1/2022,Released,,,
Walton,1W321,Male,LR,B,12/29/2021,Viv - 2VV18 - LRBF,Dasher - 6D418 - LRBM,3/12/2022,Puppy Raising,Eastern CT Puppy Raising Region,,
Woody,2W321,Male,LR,B,12/29/2021,Viv - 2VV18 - LRBF,Dasher - 6D418 - LRBM,2/22/2022,Released,,,
Whisk (Billie),3W321,Female,LR,B,12/29/2021,Viv - 2VV18 - LRBF,Dasher - 6D418 - LRBM,2/22/2022,Released,,,
Wegman,4W321,Male,LR,B,12/29/2021,Viv - 2VV18 - LRBF,Dasher - 6D418 - LRBM,3/31/2022,Puppy Raising,Southern CT Puppy Raising region,,
Wafer,5W321,Female,LR,B,12/29/2021,Viv - 2VV18 - LRBF,Dasher - 6D418 - LRBM,3/13/2022,Puppy Raising,Eastern CT Puppy Raising Region,,
Winthrop,6W321,Male,LR,B,12/29/2021,Viv - 2VV18 - LRBF,Dasher - 6D418 - LRBM,4/4/2022,Other School,,,
Waver,7W321,Male,LR,B,12/29/2021,Viv - 2VV18 - LRBF,Dasher - 6D418 - LRBM,3/29/2022,Released,,,
Winslow,8W321,Male,LR,B,12/29/2021,Viv - 2VV18 - LRBF,Dasher - 6D418 - LRBM,4/4/2022,Other School,,,
Wrigley,9W321,Male,LR,B,12/29/2021,Viv - 2VV18 - LRBF,Dasher - 6D418 - LRBM,2/23/2022,Released,,,
Veronica (Clover),1V321,Female,LR,B,12/22/2021,Wanita - 5W18 - LRBF,Pablo - 3P319 - LRYM,3/21/2022,Released,,,
Vala,3V321,Female,LR,B,12/22/2021,Wanita - 5W18 - LRBF,Pablo - 3P319 - LRYM,2/14/2022,Released,,,
Vero,4V321,Male,LR,B,12/22/2021,Wanita - 5W18 - LRBF,Pablo - 3P319 - LRYM,2/19/2022,Puppy Raising,Baltimore Puppy Raising Region,,
Vasha,5V321,Female,LR,B,12/22/2021,Wanita - 5W18 - LRBF,Pablo - 3P319 - LRYM,3/14/2022,Puppy Raising,Central CT Puppy Raising Region,,
Valise,6V321,Female,LR,B,12/22/2021,Wanita - 5W18 - LRBF,Pablo - 3P319 - LRYM,3/14/2022,Puppy Raising,Maine Puppy Raising Region,,
Vale,7V321,Male,LR,B,12/22/2021,Wanita - 5W18 - LRBF,Pablo - 3P319 - LRYM,3/22/2022,Puppy Raising,North Carolina Puppy Raising Region,,
Vern,8V321,Male,LR,B,12/22/2021,Wanita - 5W18 - LRBF,Pablo - 3P319 - LRYM,3/22/2022,Puppy Raising,Rhode Island Puppy Raising Region,,
Vader,9V321,Male,LR,B,12/22/2021,Wanita - 5W18 - LRBF,Pablo - 3P319 - LRYM,2/16/2022,Released,,,
Vega (Tiki),11V321,Female,LR,B,12/22/2021,Wanita - 5W18 - LRBF,Pablo - 3P319 - LRYM,2/16/2022,Released,,,
"Twilight (Roisin ""Rosie"")",1T321,Female,LR,B,12/19/2021,Zayna - 5Z319 - LRYF,Opa - S - 5O319 - LRBM,2/12/2022,Released,,,
Tinsel,4T321,Female,LR,B,12/19/2021,Zayna - 5Z319 - LRYF,Opa - S - 5O319 - LRBM,3/7/2022,Puppy Raising,Westchester County Puppy Raising Region,,
Tim,2T321,Male,LR,B,12/19/2021,Zayna - 5Z319 - LRYF,Opa - S - 5O319 - LRBM,3/13/2022,Puppy Raising,Catoctin Puppy Raising Region,,
Token,3T321,Male,LR,Y,12/19/2021,Zayna - 5Z319 - LRYF,Opa - S - 5O319 - LRBM,3/5/2022,Puppy Raising,Westchester County Puppy Raising Region,,
Saint (Otis),5S321,Male,LR,B,12/18/2021,Roz - 4RR18 - LRBF,Elrod - 6E319 - LRBM,2/14/2022,Other School,,,
Sophie,8S321,Female,LR,B,12/18/2021,Roz - 4RR18 - LRBF,Elrod - 6E319 - LRBM,2/9/2022,Puppy Raising,Maine Puppy Raising Region,,
Seager,6S321,Male,LR,B,12/18/2021,Roz - 4RR18 - LRBF,Elrod - 6E319 - LRBM,3/10/2022,Puppy Raising,Cleveland West Puppy Raising Region,,
Skye (Piper),7S321,Female,LR,B,12/18/2021,Roz - 4RR18 - LRBF,Elrod - 6E319 - LRBM,2/8/2022,Released,,,
Scarlett,2S321,Female,LR,B,12/18/2021,Roz - 4RR18 - LRBF,Elrod - 6E319 - LRBM,3/11/2022,Puppy Raising,Westchester County Puppy Raising Region,,
Sullivan (Harvey),3S321,Male,LR,B,12/18/2021,Roz - 4RR18 - LRBF,Elrod - 6E319 - LRBM,2/14/2022,Other School,,,
Sawyer,4S321,Male,LR,B,12/18/2021,Roz - 4RR18 - LRBF,Elrod - 6E319 - LRBM,3/12/2022,Puppy Raising,North Carolina Puppy Raising Region,,
Ruth,1R321,Female,LR,Y,12/17/2021,Evie - 4E417 - LRYF,Enrico - 7EE19 - LRBM,2/17/2022,Puppy Raising,Eastern CT Puppy Raising Region,,
Russell,2R321,Male,LR,Y,12/17/2021,Evie - 4E417 - LRYF,Enrico - 7EE19 - LRBM,2/10/2022,Released,,,
Raven,3R321,Female,LR,B,12/17/2021,Evie - 4E417 - LRYF,Enrico - 7EE19 - LRBM,3/11/2022,Released,,,
Riley,4R321,Female,LR,Y,12/17/2021,Evie - 4E417 - LRYF,Enrico - 7EE19 - LRBM,2/13/2022,Puppy Raising,Eastern MA Puppy Raising Region,,
Ricky (Ranger),5R321,Male,LR,Y,12/17/2021,Evie - 4E417 - LRYF,Enrico - 7EE19 - LRBM,2/10/2022,Released,,,
Rory,6R321,Female,LR,B,12/17/2021,Evie - 4E417 - LRYF,Enrico - 7EE19 - LRBM,3/5/2022,Puppy Raising,Maine Puppy Raising Region,,
Rumor,7R321,Female,LR,B,12/17/2021,Evie - 4E417 - LRYF,Enrico - 7EE19 - LRBM,3/2/2022,Puppy Raising,Capital NY Puppy Raising Region,,
Quella,4Q321,Female,LR,B,12/7/2021,Cammie - 3C418 - LRBF,Finn - 7F315 - LRYM,2/23/2022,Puppy Raising,Westchester County Puppy Raising Region,,
Quince,5Q321,Male,LR,B,12/7/2021,Cammie - 3C418 - LRBF,Finn - 7F315 - LRYM,2/8/2022,Puppy Raising,Delmarva Puppy Raising Region,,
Patience,1P321,Female,GS,B&T,12/7/2021,Duchess - 3DD19 - GSB&TF,Ogden - 5O314 - GSB&TM,2/13/2022,Puppy Raising,Cleveland East Puppy Raising Region,,
Primo,2P321,Male,GS,B&T,12/7/2021,Duchess - 3DD19 - GSB&TF,Ogden - 5O314 - GSB&TM,2/1/2022,Released,,,
Penelope,3P321,Female,GS,B&T,12/7/2021,Duchess - 3DD19 - GSB&TF,Ogden - 5O314 - GSB&TM,2/2/2022,Puppy Raising,Southwestern VT Puppy Raising Region,,
Pete,4P321,Male,GS,B&T,12/7/2021,Duchess - 3DD19 - GSB&TF,Ogden - 5O314 - GSB&TM,2/8/2022,Puppy Raising,Bay Puppy Raising Region,,
Peggy,6P321,Female,GS,B&T,12/7/2021,Duchess - 3DD19 - GSB&TF,Ogden - 5O314 - GSB&TM,2/1/2022,Released,,,
Pierre,5P321,Male,GS,B&T,12/7/2021,Duchess - 3DD19 - GSB&TF,Ogden - 5O314 - GSB&TM,2/8/2022,Puppy Raising,Prince William Puppy Raising Region,,
Queenie,2Q321,Female,LR,B,12/7/2021,Cammie - 3C418 - LRBF,Finn - 7F315 - LRYM,2/8/2022,Puppy Raising,Bay Puppy Raising Region,,
Ocala,4O321,Female,LR,Y,12/4/2021,Zelda - 1Z319 - LRBF,Baron - 4B20 - LRBM,1/28/2022,Other School,,,
Orissa,2O321,Female,LR,B,12/4/2021,Zelda - 1Z319 - LRBF,Baron - 4B20 - LRBM,1/27/2022,Puppy Raising,Southwestern VT Puppy Raising Region,,
Natasha (Truffle),3N321,Female,LR,Y,12/2/2021,Goldie - 1G20 - LRYF,Eduardo - 4E419 - LRYM,1/25/2022,Released,,,
Nemo,4N321,Male,LR,Y,12/2/2021,Goldie - 1G20 - LRYF,Eduardo - 4E419 - LRYM,1/29/2022,Puppy Raising,Northern NJ Puppy Raising Region,,
Norris,5N321,Male,LR,Y,12/2/2021,Goldie - 1G20 - LRYF,Eduardo - 4E419 - LRYM,2/13/2022,Puppy Raising,Cleveland East Puppy Raising Region,,
Noel (Goldie),6N321,Female,LR,Y,12/2/2021,Goldie - 1G20 - LRYF,Eduardo - 4E419 - LRYM,1/25/2022,Released,,,
Noodle,1N321,Male,LR,Y,12/2/2021,Goldie - 1G20 - LRYF,Eduardo - 4E419 - LRYM,1/30/2022,Puppy Raising,Baltimore Puppy Raising Region,,
Nitro,2N321,Male,LR,Y,12/2/2021,Goldie - 1G20 - LRYF,Eduardo - 4E419 - LRYM,2/9/2022,Puppy Raising,Monroe NY Puppy Raising Region,,
Maxine (Abby),1M321,Female,LR,Y,11/26/2021,Sally - 5S19 - LRBF,Charlie - 10CC17 - LRYM,1/20/2022,Released,,,
Mazie (Lucy),2M321,Female,LR,Y,11/26/2021,Sally - 5S19 - LRBF,Charlie - 10CC17 - LRYM,2/13/2022,Other School,,,
Millie,5M321,Female,LR,Y,11/26/2021,Sally - 5S19 - LRBF,Charlie - 10CC17 - LRYM,2/13/2022,Puppy Raising,Cleveland East Puppy Raising Region,,
Moira,6M321,Female,LR,Y,11/26/2021,Sally - 5S19 - LRBF,Charlie - 10CC17 - LRYM,2/8/2022,Puppy Raising,Delmarva Puppy Raising Region,,
Landon (Teddy),1L321,Male,LR,B,11/19/2021,Fortune - 4F318 - LRYF,Bosley - 1B418 - LRBM,2/9/2022,Other School,,,
Lash,2L321,Male,LR,B,11/19/2021,Fortune - 4F318 - LRYF,Bosley - 1B418 - LRBM,1/14/2022,Puppy Raising,New Hampshire Puppy Raising Region,,
Layla,3L321,Female,LR,Y,11/19/2021,Fortune - 4F318 - LRYF,Bosley - 1B418 - LRBM,1/15/2022,Puppy Raising,Erie NY Puppy Raising Region,,
Lisa,4L321,Female,LR,Y,11/19/2021,Fortune - 4F318 - LRYF,Bosley - 1B418 - LRBM,1/18/2022,Other School,,,
Lionel (Lionel V),6L321,Male,LR,B,11/19/2021,Fortune - 4F318 - LRYF,Bosley - 1B418 - LRBM,2/10/2022,Other School,,,
Luigi (Balto),11L321,Male,LR,B,11/19/2021,Fortune - 4F318 - LRYF,Bosley - 1B418 - LRBM,2/9/2022,Other School,,,
Lucky (Wally),8L321,Male,LR,Y,11/19/2021,Fortune - 4F318 - LRYF,Bosley - 1B418 - LRBM,1/13/2022,Released,,,
Liam,9L321,Male,LR,Y,11/19/2021,Fortune - 4F318 - LRYF,Bosley - 1B418 - LRBM,2/5/2022,Puppy Raising,Leatherstocking NY Puppy Raising Region,,
Lucas (Trapper),10L321,Male,LR,B,11/19/2021,Fortune - 4F318 - LRYF,Bosley - 1B418 - LRBM,2/9/2022,Other School,,,
Kingsley,1K321,Male,GS,B&T,11/17/2021,Shea - 5SS18 - GSBF,Eric - 2E19 - GSB&TM,12/29/2021,Released,,,
Kenji,2K321,Male,GS,B&T,11/17/2021,Shea - 5SS18 - GSBF,Eric - 2E19 - GSB&TM,1/15/2022,Puppy Raising,Bay Puppy Raising Region,,
Kraus (Kosmo),3K321,Male,GS,B&T,11/17/2021,Shea - 5SS18 - GSBF,Eric - 2E19 - GSB&TM,2/15/2022,Released,New Hampshire Puppy Raising Region,,
Joelle (Augie),1J321,Female,LR,Y,11/15/2021,Liza - 5L318 - LRBF,Shadow - 1S19 - LRBM,1/10/2022,Released,,,
Jenkins,2J321,Male,LR,Y,11/15/2021,Liza - 5L318 - LRBF,Shadow - 1S19 - LRBM,1/14/2022,Puppy Raising,Central NY Puppy Raising Region,,
Justice,4J321,Female,LR,Y,11/15/2021,Liza - 5L318 - LRBF,Shadow - 1S19 - LRBM,1/14/2022,Puppy Raising,Central NY Puppy Raising Region,,
Jose,5J321,Male,LR,B,11/15/2021,Liza - 5L318 - LRBF,Shadow - 1S19 - LRBM,2/24/2022,Puppy Raising,Adirondack Puppy Raising Region,,
Ingalls,2I321,Male,LR,B,11/5/2021,Zula - S - 4A317 - LRYF,Darren - 4D20 - LRBM,12/30/2021,Released,,,
Ina (Merrie),7I321,Female,LR,B,11/5/2021,Zula - S - 4A317 - LRYF,Darren - 4D20 - LRBM,2/13/2022,Other School,,,
Ives (Brady),3I321,Male,LR,B,11/5/2021,Zula - S - 4A317 - LRYF,Darren - 4D20 - LRBM,12/30/2021,Released,,,
Izzie,4I321,Female,LR,B,11/5/2021,Zula - S - 4A317 - LRYF,Darren - 4D20 - LRBM,1/12/2022,Puppy Raising,Southern CT Puppy Raising region,,
Imus,6I321,Male,LR,B,11/5/2021,Zula - S - 4A317 - LRYF,Darren - 4D20 - LRBM,1/8/2022,Puppy Raising,Leatherstocking NY Puppy Raising Region,,
Idaho,5I321,Male,LR,B,11/5/2021,Zula - S - 4A317 - LRYF,Darren - 4D20 - LRBM,1/30/2022,Puppy Raising,Catoctin Puppy Raising Region,,
Icabod (Cassatt),8I321,Male,LR,B,11/5/2021,Zula - S - 4A317 - LRYF,Darren - 4D20 - LRBM,2/10/2022,Other School,,,
Ira,1I321,Male,LR,B,11/5/2021,Zula - S - 4A317 - LRYF,Darren - 4D20 - LRBM,1/8/2022,Puppy Raising,Central NY Puppy Raising Region,,
Harvard,8H321,Male,LR,B,11/3/2021,Mildred - 1M315 - LRBF,Odin - 5OO19 - LRBM,3/7/2022,Puppy Raising,Westchester County Puppy Raising Region,,
Hadley (Poppy),1H321,Female,LR,B,11/3/2021,Mildred - 1M315 - LRBF,Odin - 5OO19 - LRBM,12/28/2021,Released,,,
Hans,3H321,Male,LR,B,11/3/2021,Mildred - 1M315 - LRBF,Odin - 5OO19 - LRBM,1/19/2022,Puppy Raising,Delmarva Puppy Raising Region,,
Hubert (Robie III),2H321,Male,LR,B,11/3/2021,Mildred - 1M315 - LRBF,Odin - 5OO19 - LRBM,2/10/2022,Other School,,,
Herman,4H321,Male,LR,B,11/3/2021,Mildred - 1M315 - LRBF,Odin - 5OO19 - LRBM,1/12/2022,Released,,,
Havana,6H321,Female,LR,B,11/3/2021,Mildred - 1M315 - LRBF,Odin - 5OO19 - LRBM,1/18/2022,Puppy Raising,Erie NY Puppy Raising Region,,
Sama,3G321,Female,LR,B,10/23/2021,Lark - 4L18 - LRBF,Gerald - 7G20 - LRYM,12/19/2021,Puppy Raising,Montgomery Puppy Raising Region,,
Galahad (Yoda),4G321,Male,LR,Y,10/23/2021,Lark - 4L18 - LRBF,Gerald - 7G20 - LRYM,1/20/2022,Other School,,,
Gary,6G321,Male,LR,Y,10/23/2021,Lark - 4L18 - LRBF,Gerald - 7G20 - LRYM,12/19/2021,Puppy Raising,Montgomery Puppy Raising Region,,
Greer,7G321,Female,LR,Y,10/23/2021,Lark - 4L18 - LRBF,Gerald - 7G20 - LRYM,12/19/2021,Puppy Raising,Bay Puppy Raising Region,,
Gable,8G321,Male,LR,B,10/23/2021,Lark - 4L18 - LRBF,Gerald - 7G20 - LRYM,1/15/2022,Puppy Raising,Fingerlakes Puppy Raising Region,,
Grant,5G321,Male,LR,B,10/23/2021,Lark - 4L18 - LRBF,Gerald - 7G20 - LRYM,12/19/2021,Puppy Raising,Delmarva Puppy Raising Region,,
Gretel (Rockie),1G321,Female,LR,B,10/23/2021,Lark - 4L18 - LRBF,Gerald - 7G20 - LRYM,12/16/2021,Released,,,
Garrett (Winston),2G321,Male,LR,Y,10/23/2021,Lark - 4L18 - LRBF,Gerald - 7G20 - LRYM,1/20/2022,Other School,,,
Fenway,1F321,Male,LR,Y,10/11/2021,MacKenzie - S - 2M18 - LRYF,Midnight - 4M19 - LRBM,1/12/2022,Puppy Raising,Cleveland West Puppy Raising Region,,
Francie,2F321,Female,LR,Y,10/11/2021,MacKenzie - S - 2M18 - LRYF,Midnight - 4M19 - LRBM,12/11/2021,Puppy Raising,Columbus Puppy Raising Region,,
Fusilli,3F321,Male,LR,B,10/11/2021,MacKenzie - S - 2M18 - LRYF,Midnight - 4M19 - LRBM,12/7/2021,Released,,,
Francesca,4F321,Female,LR,B,10/11/2021,MacKenzie - S - 2M18 - LRYF,Midnight - 4M19 - LRBM,1/15/2022,Puppy Raising,Eastern CT Puppy Raising Region,,
Flo,5F321,Female,LR,B,10/11/2021,MacKenzie - S - 2M18 - LRYF,Midnight - 4M19 - LRBM,9/13/2022,Released,Cleveland West Puppy Raising Region,,
Freddie,7F321,Male,LR,Y,10/11/2021,MacKenzie - S - 2M18 - LRYF,Midnight - 4M19 - LRBM,1/15/2022,Puppy Raising,Monroe NY Puppy Raising Region,,
Fate,6F321,Female,LR,B,10/11/2021,MacKenzie - S - 2M18 - LRYF,Midnight - 4M19 - LRBM,12/7/2021,Released,,,
Dusty (A-Nara),1D321,Female,GS,SABL,10/10/2021,Tawny - 1T318 - GSSABLF,Rugby - 2R319 - GSSABLM,12/10/2021,Other School,,,
Deverick,2D321,Male,GS,SABL,10/10/2021,Tawny - 1T318 - GSSABLF,Rugby - 2R319 - GSSABLM,12/9/2021,Puppy Raising,Fingerlakes Puppy Raising Region,,
Dove,3D321,Female,GS,SABL,10/10/2021,Tawny - 1T318 - GSSABLF,Rugby - 2R319 - GSSABLM,12/9/2021,Puppy Raising,Cleveland East Puppy Raising Region,,
Dixie,4D321,Female,GS,B&T,10/10/2021,Tawny - 1T318 - GSSABLF,Rugby - 2R319 - GSSABLM,12/11/2021,Puppy Raising,Cleveland West Puppy Raising Region,,
Eastman (Dylan),1E321,Male,LR,B,10/10/2021,Ona - 6O19 - LRBF,Disney - 7D419 - LRB&TM,1/20/2022,Other School,,,
Egypt,2E321,Female,LR,B,10/10/2021,Ona - 6O19 - LRBF,Disney - 7D419 - LRB&TM,12/9/2021,Puppy Raising,Southern Tier NY Puppy Raising Region,,
Etta (Saylor),5E321,Female,LR,B,10/10/2021,Ona - 6O19 - LRBF,Disney - 7D419 - LRB&TM,12/10/2021,Released,,,
Empire,4E321,Male,LR,B,10/10/2021,Ona - 6O19 - LRBF,Disney - 7D419 - LRB&TM,12/19/2021,Puppy Raising,Bay Puppy Raising Region,,
Ezzie,6E321,Female,LR,B,10/10/2021,Ona - 6O19 - LRBF,Disney - 7D419 - LRB&TM,12/14/2021,Puppy Raising,Northern CT Puppy Raising Region,,
Elwood,7E321,Male,LR,B,10/10/2021,Ona - 6O19 - LRBF,Disney - 7D419 - LRB&TM,12/9/2021,Puppy Raising,Cattaraugus Puppy Raising Region,,
Edwina,8E321,Female,LR,B,10/10/2021,Ona - 6O19 - LRBF,Disney - 7D419 - LRB&TM,1/15/2022,Puppy Raising,Erie NY Puppy Raising Region,,
Chloe,1C321,Female,LR,B,10/6/2021,Bonnie - 4B18 - LRYF,Opa - S - 5O319 - LRBM,12/3/2021,Released,,,
Crystal,2C321,Female,LR,Y,10/6/2021,Bonnie - 4B18 - LRYF,Opa - S - 5O319 - LRBM,12/30/2021,Puppy Raising,Cleveland East Puppy Raising Region,,
Champ,3C321,Male,LR,Y,10/6/2021,Bonnie - 4B18 - LRYF,Opa - S - 5O319 - LRBM,12/19/2021,Puppy Raising,Colorado Puppy Raising Region,,
Cadbury,4C321,Male,LR,B,10/6/2021,Bonnie - 4B18 - LRYF,Opa - S - 5O319 - LRBM,12/14/2021,Puppy Raising,Northern NJ Puppy Raising Region,,
Charlotte,5C321,Female,LR,B,10/6/2021,Bonnie - 4B18 - LRYF,Opa - S - 5O319 - LRBM,12/14/2021,Puppy Raising,Montgomery Puppy Raising Region,,
Cersei,6C321,Female,LR,Y,10/6/2021,Bonnie - 4B18 - LRYF,Opa - S - 5O319 - LRBM,12/7/2021,Puppy Raising,Colorado Puppy Raising Region,,
Captain (Castor),7C321,Male,LR,Y,10/6/2021,Bonnie - 4B18 - LRYF,Opa - S - 5O319 - LRBM,11/22/2021,Released,,,
Breeze,1B321,Female,LR,B,10/2/2021,Dusk - 7D418 - LRBF,Everett - 1E419 - LRYM,12/9/2021,Puppy Raising,Cleveland West Puppy Raising Region,,
Benny,7B321,Male,LR,B,10/2/2021,Dusk - 7D418 - LRBF,Everett - 1E419 - LRYM,1/9/2022,Puppy Raising,Dominion Puppy Raising Region,,
Beauty (Olympia),8B321,Female,LR,B,10/2/2021,Dusk - 7D418 - LRBF,Everett - 1E419 - LRYM,12/1/2021,Released,,,
Bexley,2B321,Male,LR,B,10/2/2021,Dusk - 7D418 - LRBF,Everett - 1E419 - LRYM,12/11/2021,Other School,,,
Bagel,4B321,Female,LR,B,10/2/2021,Dusk - 7D418 - LRBF,Everett - 1E419 - LRYM,12/9/2021,Puppy Raising,Cleveland West Puppy Raising Region,,
Barry,5B321,Male,LR,B,10/2/2021,Dusk - 7D418 - LRBF,Everett - 1E419 - LRYM,1/9/2022,Puppy Raising,Dominion Puppy Raising Region,,
Betty,6B321,Female,LR,B,10/2/2021,Dusk - 7D418 - LRBF,Everett - 1E419 - LRYM,12/19/2021,Puppy Raising,Montgomery Puppy Raising Region,,
Bob,9B321,Male,LR,B,10/2/2021,Dusk - 7D418 - LRBF,Everett - 1E419 - LRYM,12/11/2021,Other School,,,
Archie,1A321,Male,LR,B,10/2/2021,Coco - S - 1C418 - LRBF,Darren - 4D20 - LRBM,12/14/2021,Puppy Raising,Eastern MA Puppy Raising Region,,
Aladdin,2A321,Male,LR,B,10/2/2021,Coco - S - 1C418 - LRBF,Darren - 4D20 - LRBM,11/30/2021,Released,,,
Alonzo (Murphy),3A321,Male,LR,B,10/2/2021,Coco - S - 1C418 - LRBF,Darren - 4D20 - LRBM,12/8/2021,Released,,,
Amtrak,4A321,Male,LR,B,10/2/2021,Coco - S - 1C418 - LRBF,Darren - 4D20 - LRBM,9/1/2022,Released,Dominion Puppy Raising Region,,
Aura,6A321,Female,LR,B,10/2/2021,Coco - S - 1C418 - LRBF,Darren - 4D20 - LRBM,12/8/2021,Puppy Raising,Maine Puppy Raising Region,,
Autumn,5A321,Female,LR,B,10/2/2021,Coco - S - 1C418 - LRBF,Darren - 4D20 - LRBM,1/15/2022,Puppy Raising,Fingerlakes Puppy Raising Region,,
Annabelle,7A321,Female,LR,B,10/2/2021,Coco - S - 1C418 - LRBF,Darren - 4D20 - LRBM,12/3/2021,Puppy Raising,Richmond Puppy Raising Region,,
Artemis,8A321,Male,LR,B,10/2/2021,Coco - S - 1C418 - LRBF,Darren - 4D20 - LRBM,1/14/2022,Puppy Raising,Baltimore Puppy Raising Region,,
Zoe,5ZZ21,Female,LR,Y,9/24/2021,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,11/19/2021,Released,,,
Zodiac,4ZZ21,Male,LR,Y,9/24/2021,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,12/13/2021,Other School,,,
Zest,6ZZ21,Male,LR,Y,9/24/2021,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,12/6/2021,Puppy Raising,Dutchess NY Puppy Raising Region,,
Ziti,8ZZ21,Female,LR,Y,9/24/2021,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,11/23/2021,Puppy Raising,Rhode Island Puppy Raising Region,,
Zircon (Buddy),9ZZ21,Male,LR,Y,9/24/2021,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,12/17/2021,Other School,,,
Zephyr,1ZZ21,Female,LR,Y,9/24/2021,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,12/3/2021,Puppy Raising,Maine Puppy Raising Region,,
Zeb,2ZZ21,Male,LR,Y,9/24/2021,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,11/19/2021,Puppy Raising,Central CT Puppy Raising Region,,
Zach,3ZZ21,Male,LR,Y,9/24/2021,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,12/11/2021,Puppy Raising,Columbus Puppy Raising Region,,
Yeti (Duke B230),1YY21,Male,LR,Y,9/23/2021,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,12/13/2021,Other School,,,
Yonder,2YY21,Male,LR,B,9/23/2021,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,12/9/2021,Puppy Raising,Monroe NY Puppy Raising Region,,
Yorktown,6YY21,Male,LR,B,9/23/2021,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,11/20/2021,Puppy Raising,New Hampshire Puppy Raising Region,,
Yara,3YY21,Female,LR,B,9/23/2021,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,12/11/2021,Puppy Raising,Columbus Puppy Raising Region,,
Yin (Monty),4YY21,Male,LR,B,9/23/2021,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,11/17/2021,Released,,,
Yang,5YY21,Male,LR,Y,9/23/2021,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,12/3/2021,Puppy Raising,SWCT Puppy Raising Region,,
Walden (Oliver),1WW21,Male,LR,Y,9/13/2021,Ivory - 3II17 - LRYF,Shadow - 1S19 - LRBM,11/3/2021,Released,,,
Virginia (Vancouver),5VV21,Female,LR,B,9/9/2021,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,12/11/2021,Other School,,,
Villa,6VV21,Female,LR,B,9/9/2021,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,12/11/2021,Other School,,,
Vidal,7VV21,Male,LR,B&T,9/9/2021,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,11/14/2021,Puppy Raising,Cleveland West Puppy Raising Region,,
Vroom,8VV21,Male,LR,B,9/9/2021,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,11/14/2021,Puppy Raising,Montgomery Puppy Raising Region,,
Valkyrie (Taz),10VV21,Female,LR,B,9/9/2021,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,12/8/2021,Released,,,
Valaria (Valencia),1VV21,Female,LR,B,9/9/2021,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,12/11/2021,Other School,,,
