,Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire ,Current Status Date,Status,Region
495,Yorktown,6YY21,Male,LR,B,2021-09-23,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,2021-11-20,Puppy Raising,New Hampshire Puppy Raising Region
496,Yara,3YY21,Female,LR,B,2021-09-23,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,2021-12-11,Puppy Raising,Columbus Puppy Raising Region
498,Yang,5YY21,Male,LR,Y,2021-09-23,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,2021-12-03,Puppy Raising,SWCT Puppy Raising Region
502,Vidal,7VV21,Male,LR,B&T,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-11-14,Puppy Raising,Cleveland West Puppy Raising Region
503,Vroom,8VV21,Male,LR,B,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-11-14,Puppy Raising,Montgomery Puppy Raising Region
507,Velma,3VV21,Female,LR,B,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-11-17,Puppy Raising,Northern NJ Puppy Raising Region
508,Volt,4VV21,Male,LR,B&T,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-11-04,Puppy Raising,Cleveland East Puppy Raising Region
509,Uriel,1UU21,Female,GS,B&T,2021-09-05,Rue - 4R17 - GSB&TF,Kayden FGDF K28- - KAYDEN - GSSABLM *NOP*,2021-10-28,Puppy Raising,Northern CT Puppy Raising Region
510,Ubie,2UU21,Male,GS,SABL,2021-09-05,Rue - 4R17 - GSB&TF,Kayden FGDF K28- - KAYDEN - GSSABLM *NOP*,2021-10-28,Puppy Raising,Northern CT Puppy Raising Region
511,Uno,3UU21,Male,GS,B&T,2021-09-05,Rue - 4R17 - GSB&TF,Kayden FGDF K28- - KAYDEN - GSSABLM *NOP*,2021-11-02,Puppy Raising,Wayne County Puppy Raising Region
512,Trooper,1TT21,Male,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2021-10-28,Puppy Raising,Richmond Puppy Raising Region
513,Thunder,2TT21,Male,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2021-10-28,Puppy Raising,Bay Puppy Raising Region
515,Tripp,3TT21,Male,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2021-10-29,Puppy Raising,Southern CT Puppy Raising region
517,Truman,5TT21,Male,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2021-10-29,Puppy Raising,Central NY Puppy Raising Region
522,Sal,3SS21,Male,LR,B,2021-09-01,Alibi - 2A416 - LRBF,Colonel - 2C319 - LRYM,2021-11-05,Puppy Raising,Maine Puppy Raising Region
523,Soldier,4SS21,Male,LR,Y,2021-09-01,Alibi - 2A416 - LRBF,Colonel - 2C319 - LRYM,2021-11-06,Puppy Raising,Prince William Puppy Raising Region
525,Rocket,1RR21,Male,GS,B&T,2021-08-27,Jenny - 1JJ18 - GSB&TF,Kane - 7K319 - GSB&TM,2021-10-28,Puppy Raising,Colorado Puppy Raising Region
526,Rosie,2RR21,Female,GS,B&T,2021-08-27,Jenny - 1JJ18 - GSB&TF,Kane - 7K319 - GSB&TM,2021-10-28,Puppy Raising,Eastern CT Puppy Raising Region
527,Robin,3RR21,Female,GS,B&T,2021-08-27,Jenny - 1JJ18 - GSB&TF,Kane - 7K319 - GSB&TM,2021-10-29,Puppy Raising,Erie NY Puppy Raising Region
528,Roberto,4RR21,Male,GS,B&T,2021-08-27,Jenny - 1JJ18 - GSB&TF,Kane - 7K319 - GSB&TM,2021-10-29,Puppy Raising,Cleveland West Puppy Raising Region
529,Penny,1PP21,Female,LR,B,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-10-28,Puppy Raising,Columbus Puppy Raising Region
530,Parker,3PP21,Male,LR,B,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-10-28,Puppy Raising,Bay Puppy Raising Region
531,Petey,2PP21,Male,LR,Y,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-11-05,Puppy Raising,Maine Puppy Raising Region
532,Polly,4PP21,Female,LR,B,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-10-28,Puppy Raising,Montgomery Puppy Raising Region
533,Pepper,5PP21,Female,LR,B,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-10-28,Puppy Raising,Montgomery Puppy Raising Region
535,Pixie,6PP21,Female,LR,B,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-10-25,Puppy Raising,Cleveland East Puppy Raising Region
536,Pepsi,9PP21,Female,LR,B,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-10-28,Puppy Raising,Richmond Puppy Raising Region
537,Quartz,6QQ21,Female,LR,B,2021-08-19,Okemo - 7OO19 - LRBF,Donny - 2D419 - LRBM,2021-10-25,Puppy Raising,Cleveland East Puppy Raising Region
538,Quest,8QQ21,Female,LR,Y,2021-08-19,Okemo - 7OO19 - LRBF,Donny - 2D419 - LRBM,2021-10-28,Puppy Raising,Montgomery Puppy Raising Region
539,Quaid,7QQ21,Male,LR,B,2021-08-19,Okemo - 7OO19 - LRBF,Donny - 2D419 - LRBM,2021-10-28,Puppy Raising,Montgomery Puppy Raising Region
540,Orzo,1OO21,Female,LR,Y,2021-08-16,Essence - 3EE18 - LRBF,Enrico - 7EE19 - LRBM,2021-10-25,Puppy Raising,Columbus Puppy Raising Region
541,Ollie,2OO21,Male,LR,B,2021-08-16,Essence - 3EE18 - LRBF,Enrico - 7EE19 - LRBM,2021-10-16,Puppy Raising,Cattaraugus Puppy Raising Region
542,Ocean,4OO21,Female,LR,Y,2021-08-16,Essence - 3EE18 - LRBF,Enrico - 7EE19 - LRBM,2021-10-12,Puppy Raising,Southern CT Puppy Raising region
543,Oasis,7OO21,Female,LR,B,2021-08-16,Essence - 3EE18 - LRBF,Enrico - 7EE19 - LRBM,2021-11-23,Puppy Raising,SWCT Puppy Raising Region
544,Onslo,5OO21,Male,LR,Y,2021-08-16,Essence - 3EE18 - LRBF,Enrico - 7EE19 - LRBM,2021-10-25,Puppy Raising,Bay Puppy Raising Region
545,Ohana,9OO21,Female,LR,B,2021-08-16,Essence - 3EE18 - LRBF,Enrico - 7EE19 - LRBM,2021-10-29,Puppy Raising,Columbus Puppy Raising Region
548,Nelson,1NN21,Male,LR,B,2021-08-11,Gibby - 2G19 - LRBF,Finn - 7F315 - LRYM,2021-10-14,Puppy Raising,Monroe NY Puppy Raising Region
549,Ned,2NN21,Male,LR,B,2021-08-11,Gibby - 2G19 - LRBF,Finn - 7F315 - LRYM,2021-10-28,Puppy Raising,Richmond Puppy Raising Region
550,Nikki,5NN21,Female,LR,B,2021-08-11,Gibby - 2G19 - LRBF,Finn - 7F315 - LRYM,2021-10-22,Puppy Raising,North Carolina Puppy Raising Region
552,Neon,7NN21,Female,LR,B,2021-08-11,Gibby - 2G19 - LRBF,Finn - 7F315 - LRYM,2021-10-22,Puppy Raising,North Carolina Puppy Raising Region
553,Nestle,8NN21,Female,LR,B,2021-08-11,Gibby - 2G19 - LRBF,Finn - 7F315 - LRYM,2021-10-22,Puppy Raising,SWCT Puppy Raising Region
555,Merijul,4MM21,Female,LR,B,2021-08-07,Promise - 2P319 - LRYF,Shadow - 1S19 - LRBM,2021-10-08,Puppy Raising,Eastern MA Puppy Raising Region
556,MacGyver,5MM21,Male,LR,Y,2021-08-07,Promise - 2P319 - LRYF,Shadow - 1S19 - LRBM,2021-10-16,Puppy Raising,Erie NY Puppy Raising Region
558,Mandy,2MM21,Female,LR,B,2021-08-07,Promise - 2P319 - LRYF,Shadow - 1S19 - LRBM,2021-10-16,Puppy Raising,Erie NY Puppy Raising Region
559,Macro,3MM21,Male,LR,Y,2021-08-07,Promise - 2P319 - LRYF,Shadow - 1S19 - LRBM,2021-09-30,Puppy Raising,Capital NY Puppy Raising Region
564,Laurel,1LL21,Female,LR,B,2021-08-05,Nell - 7N416 - LRBF,Donny - 2D419 - LRBM,2021-10-18,Puppy Raising,Region
566,Lacy,2LL21,Female,LR,B,2021-08-05,Nell - 7N416 - LRBF,Donny - 2D419 - LRBM,2021-10-03,Puppy Raising,Maine Puppy Raising Region
567,Lyons,4LL21,Male,LR,B,2021-08-05,Nell - 7N416 - LRBF,Donny - 2D419 - LRBM,2021-09-30,Puppy Raising,Wayne County Puppy Raising Region
569,Kava,1KK21,Female,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-10-03,Puppy Raising,Maine Puppy Raising Region
570,Keats,2KK21,Male,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-10-06,Puppy Raising,Cleveland East Puppy Raising Region
571,Kona,3KK21,Female,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-10-09,Puppy Raising,Westchester County Puppy Raising Region
573,Krissy,4KK21,Female,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-09-22,Puppy Raising,Montgomery Puppy Raising Region
574,Kennedy,5KK21,Female,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-10-06,Puppy Raising,SWCT Puppy Raising Region
575,Kobe,6KK21,Male,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-10-03,Puppy Raising,Maine Puppy Raising Region
580,Jewels,3JJ21,Female,LR,B,2021-07-14,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,2021-09-12,Puppy Raising,Dominion Puppy Raising Region
582,Jethro,4JJ21,Male,LR,B,2021-07-14,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,2021-09-22,Puppy Raising,Montgomery Puppy Raising Region
583,Jiffy,5JJ21,Female,LR,Y,2021-07-14,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,2021-09-26,Puppy Raising,Baltimore Puppy Raising Region
585,Ingrid,6II21,Female,LR,Y,2021-07-12,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,2021-09-11,Puppy Raising,Westchester County Puppy Raising Region
586,Ike,1II21,Male,LR,Y,2021-07-12,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,2021-09-26,Puppy Raising,Dominion Puppy Raising Region
588,Ian,3II21,Male,LR,Y,2021-07-12,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,2021-09-15,Puppy Raising,Cleveland East Puppy Raising Region
589,India,4II21,Female,LR,Y,2021-07-12,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,2021-09-25,Puppy Raising,Wayne County Puppy Raising Region
590,Hawaii,3HH21,Female,LR,Y,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-09,Puppy Raising,New Hampshire Puppy Raising Region
591,Hazy,4HH21,Female,LR,B,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-09,Puppy Raising,Colorado Puppy Raising Region
593,Halsey,7HH21,Female,LR,B,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-12,Puppy Raising,Dominion Puppy Raising Region
594,Harry,8HH21,Male,LR,B,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-09,Puppy Raising,Colorado Puppy Raising Region
595,Hildy,9HH21,Female,LR,B,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-09,Puppy Raising,New Hampshire Puppy Raising Region
597,Hal,10HH21,Male,LR,Y,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-15,Puppy Raising,Cleveland West Puppy Raising Region
598,Hayley,2HH21,Female,LR,Y,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-12,Puppy Raising,Leatherstocking NY Puppy Raising Region
599,Howard,6HH21,Male,LR,B,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-25,Puppy Raising,Leatherstocking NY Puppy Raising Region
600,Gusto,1GG21,Male,LR,Y,2021-07-05,Quay - 4QQ19 - LRBF,Everett - 1E419 - LRYM,2021-09-08,Puppy Raising,Cleveland West Puppy Raising Region
601,Gadget,2GG21,Male,LR,Y,2021-07-05,Quay - 4QQ19 - LRBF,Everett - 1E419 - LRYM,2021-09-15,Puppy Raising,Cleveland East Puppy Raising Region
602,Georgie,3GG21,Female,LR,Y,2021-07-05,Quay - 4QQ19 - LRBF,Everett - 1E419 - LRYM,2021-09-01,Puppy Raising,North Carolina Puppy Raising Region
603,Ferris,1FF21,Male,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-09-10,Puppy Raising,Dutchess NY Puppy Raising Region
604,Flyer,9FF21,Male,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-08-28,Puppy Raising,Dutchess NY Puppy Raising Region
606,Felice,11FF21,Female,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-10-06,Puppy Raising,Adirondack Puppy Raising Region
608,Ford,6FF21,Male,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-09-09,Puppy Raising,SWCT Puppy Raising Region
610,Flint,2FF21,Male,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-09-07,Puppy Raising,Dominion Puppy Raising Region
611,Fern,3FF21,Female,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-09-04,Puppy Raising,Fingerlakes Puppy Raising Region
612,Frodo,4FF21,Male,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-09-15,Puppy Raising,Cleveland West Puppy Raising Region
615,Elliott,3EE21,Male,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2021-08-28,Puppy Raising,Capital NY Puppy Raising Region
616,Ephram,4EE21,Male,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2021-09-25,Puppy Raising,Northern NJ Puppy Raising Region
619,Elmer,7EE21,Male,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2021-10-20,Puppy Raising,Eastern MA Puppy Raising Region
620,Elroy,8EE21,Male,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2021-08-26,Puppy Raising,Dutchess NY Puppy Raising Region
621,Danielle,7DD21,Female,LR,B,2021-06-24,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,2021-08-21,Puppy Raising,Maine Puppy Raising Region
623,Chi,7CC21,Female,LR,B,2021-06-24,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,2021-08-19,Puppy Raising,Wayne County Puppy Raising Region
624,Casey,3CC21,Male,LR,B,2021-06-24,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,2021-08-19,Puppy Raising,Wayne County Puppy Raising Region
626,Cuba,4CC21,Female,LR,B,2021-06-24,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,2021-08-19,Puppy Raising,Wayne County Puppy Raising Region
627,Colette,5CC21,Female,LR,B,2021-06-24,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,2021-08-27,Puppy Raising,Eastern MA Puppy Raising Region
628,Cobey,6CC21,Male,LR,B,2021-06-24,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,2021-08-24,Puppy Raising,SWCT Puppy Raising Region
629,Dante,2DD21,Male,LR,B,2021-06-24,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,2021-08-20,Puppy Raising,Montgomery Puppy Raising Region
630,Diesel,6DD21,Male,LR,B,2021-06-24,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,2021-08-20,Puppy Raising,Richmond Puppy Raising Region
631,Dancer,1DD21,Female,LR,B,2021-06-24,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,2021-08-26,Puppy Raising,Cleveland West Puppy Raising Region
632,Dexter,3DD21,Male,LR,B,2021-06-24,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,2021-08-20,Puppy Raising,Montgomery Puppy Raising Region
634,Betty Ann,2BB21,Female,LR,B,2021-06-18,Buttons - 4B19 - LRYF,Arnie - 2A418 - LRBM,2021-08-20,Puppy Raising,Richmond Puppy Raising Region
637,Bunnie,4BB21,Female,LR,B,2021-06-18,Buttons - 4B19 - LRYF,Arnie - 2A418 - LRBM,2021-08-14,Puppy Raising,Central CT Puppy Raising Region
638,Arden,1AA21,Female,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-12,Puppy Raising,Fingerlakes Puppy Raising Region
639,Augie,2AA21,Male,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-20,Puppy Raising,Baltimore Puppy Raising Region
640,Annalise,8AA21,Female,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-20,Puppy Raising,Richmond Puppy Raising Region
641,Aqua,3AA21,Female,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-20,Puppy Raising,Montgomery Puppy Raising Region
642,Amaya,4AA21,Female,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-12,Puppy Raising,Cattaraugus Puppy Raising Region
643,Angelica,5AA21,Female,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-20,Puppy Raising,Richmond Puppy Raising Region
644,Alyssa,6AA21,Female,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-14,Puppy Raising,Central CT Puppy Raising Region
645,Alec,7AA21,Male,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-14,Puppy Raising,Fingerlakes Puppy Raising Region
646,Adele,9AA21,Female,LR,Y,2021-06-17,Violet - 3VV19 - LRYF,Kisco - 6KK18 - LRYM,2021-08-12,Puppy Raising,Fingerlakes Puppy Raising Region
647,Yale,2Y21,Male,LR,B,2021-06-15,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,2021-08-26,Puppy Raising,Cleveland West Puppy Raising Region
650,Yukon,1Y21,Male,LR,Y,2021-06-15,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,2021-08-11,Puppy Raising,Dutchess NY Puppy Raising Region
651,Yoga,3Y21,Female,LR,Y,2021-06-15,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,2021-08-11,Puppy Raising,Eastern MA Puppy Raising Region
652,Windy,3W21,Female,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-12,Puppy Raising,Erie NY Puppy Raising Region
654,Winsome,5W21,Female,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-08,Puppy Raising,Columbus Puppy Raising Region
655,Webster,1W21,Male,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-07,Puppy Raising,Montgomery Puppy Raising Region
656,Wella,6W21,Female,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-08,Puppy Raising,Cleveland East Puppy Raising Region
657,Whimsey,7W21,Female,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-12,Puppy Raising,Eastern MA Puppy Raising Region
659,Wrangler,8W21,Male,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-08,Puppy Raising,Cleveland West Puppy Raising Region
661,Viviann,1V21,Female,LR,Y,2021-06-09,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,2021-08-08,Puppy Raising,Richmond Puppy Raising Region
663,Valentine,6V21,Female,LR,Y,2021-06-09,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,2021-08-08,Puppy Raising,Richmond Puppy Raising Region
664,Virgil,7V21,Male,LR,Y,2021-06-09,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,2021-08-08,Puppy Raising,Richmond Puppy Raising Region
666,Vancouver,4V21,Male,LR,Y,2021-06-09,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,2021-08-08,Puppy Raising,Richmond Puppy Raising Region
667,Van,2V21,Male,LR,Y,2021-06-09,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,2021-08-08,Puppy Raising,Richmond Puppy Raising Region
668,Unicorn,1U21,Female,LR,B,2021-06-01,Cora - 4C19 - LRBF,Jensen - 7J409 - LRYM,2021-08-12,Puppy Raising,Bay Puppy Raising Region
670,Umberto,3U21,Male,LR,B,2021-06-01,Cora - 4C19 - LRBF,Jensen - 7J409 - LRYM,2021-07-29,Puppy Raising,Rhode Island Puppy Raising Region
671,Tex,1T21,Male,LR,B,2021-05-30,Ode - 3O317 - LRYF,Arnie - 2A418 - LRBM,2021-08-08,Puppy Raising,Cleveland West Puppy Raising Region
672,Truffle,3T21,Female,LR,B,2021-05-30,Ode - 3O317 - LRYF,Arnie - 2A418 - LRBM,2021-08-02,Puppy Raising,Fingerlakes Puppy Raising Region
673,Tyra,2T21,Female,LR,B,2021-05-30,Ode - 3O317 - LRYF,Arnie - 2A418 - LRBM,2021-07-28,Puppy Raising,Delmarva Puppy Raising Region
674,Theo,4T21,Male,LR,B,2021-05-30,Ode - 3O317 - LRYF,Arnie - 2A418 - LRBM,2021-07-28,Puppy Raising,Bay Puppy Raising Region
675,Timmy,5T21,Male,LR,B,2021-05-30,Ode - 3O317 - LRYF,Arnie - 2A418 - LRBM,2021-07-30,Puppy Raising,SWCT Puppy Raising Region
676,Sugar,1S21,Female,LR,Y,2021-05-26,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,2021-07-23,Puppy Raising,Fingerlakes Puppy Raising Region
678,Sammi,2S21,Female,LR,Y,2021-05-26,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,2021-07-23,Puppy Raising,Fingerlakes Puppy Raising Region
680,Siggy,3S21,Male,LR,Y,2021-05-26,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,2021-07-23,Puppy Raising,Fingerlakes Puppy Raising Region
684,Reagan,8R21,Female,LR,Y,2021-05-21,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,2021-07-16,Puppy Raising,Fingerlakes Puppy Raising Region
686,Rodeo,7R21,Male,LR,Y,2021-05-21,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,2021-07-20,Puppy Raising,Adirondack Puppy Raising Region
687,Rusty,2R21,Female,LR,B,2021-05-21,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,2021-07-16,Puppy Raising,Northern CT Puppy Raising Region
688,Rodrigo,3R21,Male,LR,B,2021-05-21,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,2021-07-16,Puppy Raising,Central CT Puppy Raising Region
689,Reina,4R21,Female,LR,B,2021-05-21,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,2021-07-16,Puppy Raising,Rhode Island Puppy Raising Region
690,Rockford,5R21,Male,LR,B,2021-05-21,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,2021-07-16,Puppy Raising,Central NY Puppy Raising Region
691,Rossi,1R21,Male,LR,B,2021-05-21,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,2021-07-16,Puppy Raising,Wayne County Puppy Raising Region
692,Roman,6R21,Male,LR,B,2021-05-21,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,2021-07-16,Puppy Raising,Southern CT Puppy Raising region
694,Poppy,6P21,Female,LR,B,2021-05-14,Flora - 8FF19 - LRBF,Dasher - 6D418 - LRBM,2021-07-10,Puppy Raising,Columbus Puppy Raising Region
695,Posy,7P21,Female,LR,B,2021-05-14,Flora - 8FF19 - LRBF,Dasher - 6D418 - LRBM,2021-07-10,Puppy Raising,SWCT Puppy Raising Region
696,Peony,3P21,Female,LR,B,2021-05-14,Flora - 8FF19 - LRBF,Dasher - 6D418 - LRBM,2021-07-09,Puppy Raising,Richmond Puppy Raising Region
697,Prince,5P21,Male,LR,B,2021-05-14,Flora - 8FF19 - LRBF,Dasher - 6D418 - LRBM,2021-07-10,Puppy Raising,New Hampshire Puppy Raising Region
699,Orla,2O21,Female,LR,Y,2021-05-12,Capri - 2C17 - LRBF,Octane - P - 5O416 - LRYM,2021-07-10,Puppy Raising,Cleveland West Puppy Raising Region
700,Oliver,5O21,Male,LR,Y,2021-05-12,Capri - 2C17 - LRBF,Octane - P - 5O416 - LRYM,2021-07-07,Puppy Raising,Central CT Puppy Raising Region
701,O'Neil,3O21,Male,LR,Y,2021-05-12,Capri - 2C17 - LRBF,Octane - P - 5O416 - LRYM,2021-07-10,Puppy Raising,SWCT Puppy Raising Region
702,Otis,4O21,Male,LR,B,2021-05-12,Capri - 2C17 - LRBF,Octane - P - 5O416 - LRYM,2021-07-10,Puppy Raising,Cleveland West Puppy Raising Region
703,Nickel,1N21,Male,LR,B,2021-05-09,Tamby - 5TT18 - LRYF,Shadow - 1S19 - LRBM,2021-07-03,Puppy Raising,Eastern CT Puppy Raising Region
704,North,2N21,Male,LR,Y,2021-05-09,Tamby - 5TT18 - LRYF,Shadow - 1S19 - LRBM,2021-07-10,Puppy Raising,Columbus Puppy Raising Region
705,Nancy,3N21,Female,LR,B,2021-05-09,Tamby - 5TT18 - LRYF,Shadow - 1S19 - LRBM,2021-07-10,Puppy Raising,Cleveland East Puppy Raising Region
706,Nicole,4N21,Female,LR,B,2021-05-09,Tamby - 5TT18 - LRYF,Shadow - 1S19 - LRBM,2021-07-03,Puppy Raising,Eastern CT Puppy Raising Region
707,Nellie,5N21,Female,LR,B,2021-05-09,Tamby - 5TT18 - LRYF,Shadow - 1S19 - LRBM,2021-07-09,Puppy Raising,Richmond Puppy Raising Region
709,Mary,2M21,Female,LR,B,2021-05-06,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,2021-07-01,Puppy Raising,Catoctin Puppy Raising Region
710,Major,3M21,Male,LR,B,2021-05-06,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,2021-07-09,Puppy Raising,Richmond Puppy Raising Region
711,Mabel,4M21,Female,LR,B,2021-05-06,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,2021-07-09,Puppy Raising,Richmond Puppy Raising Region
712,Meg,5M21,Female,LR,B,2021-05-06,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,2021-07-01,Puppy Raising,Montgomery Puppy Raising Region
720,Lucy,1L21,Female,LR,Y,2021-04-15,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,2021-06-16,Puppy Raising,Montgomery Puppy Raising Region
721,Loki,2L21,Male,LR,Y,2021-04-15,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,2021-06-16,Puppy Raising,Montgomery Puppy Raising Region
