,Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire,Current Status Date,Status,Region,Pass_Fail
985,Bedford (Wilbur),6BB20,Male,LR,B,2020-04-01,Lace - 8L18 - LRBF,Kisco - 6KK18 - LRYM,2020-05-14,Released,,False
987,Basil,8BB20,Female,LR,B,2020-04-01,Lace - 8L18 - LRBF,Kisco - 6KK18 - LRYM,2022-08-19,Released,Cleveland West Puppy Raising Region,False
991,Bettina,9BB20,Female,LR,Y,2020-04-01,Lace - 8L18 - LRBF,Kisco - 6KK18 - LRYM,2021-08-31,Released,Columbus Puppy Raising Region,False
993,Abigail,2AA20,Female,LR,Y,2020-03-27,Oats - 7OO17 - LRBF,Coaster - 2C317 - LRYM,2021-11-29,Released,Prince William Puppy Raising Region,False
994,Allison,3AA20,Female,LR,B,2020-03-27,Oats - 7OO17 - LRBF,Coaster - 2C317 - LRYM,2022-04-14,Released,Capital NY Puppy Raising Region,False
995,Addie,4AA20,Female,LR,Y,2020-03-27,Oats - 7OO17 - LRBF,Coaster - 2C317 - LRYM,2022-07-07,Released,Leatherstocking NY Puppy Raising Region,False
996,Yamaha,3Y20,Male,LR,Y,2020-03-24,Capri - 2C17 - LRBF,Ryan - 9RR17 - LRYM,2020-05-27,Other School,,True
997,Yahtzee,4Y20,Female,LR,B,2020-03-24,Capri - 2C17 - LRBF,Ryan - 9RR17 - LRYM,2022-08-03,Released,Cleveland East Puppy Raising Region,False
998,Yodel,5Y20,Female,LR,B,2020-03-24,Capri - 2C17 - LRBF,Ryan - 9RR17 - LRYM,2021-10-14,Released,Columbus Puppy Raising Region,False
999,Yvonne (Piper Can Do),1Y20,Female,LR,B,2020-03-24,Capri - 2C17 - LRBF,Ryan - 9RR17 - LRYM,2020-05-27,Other School,,True
1000,York,2Y20,Male,LR,B,2020-03-24,Capri - 2C17 - LRBF,Ryan - 9RR17 - LRYM,2020-05-27,Other School,,True
1003,Yoda,8Y20,Male,LR,Y,2020-03-24,Capri - 2C17 - LRBF,Ryan - 9RR17 - LRYM,2020-05-27,Other School,,True
1004,Winona (A-Gypsy),1W20,Female,GS,B&T,2020-03-18,Luna - 3L316 - GSBF,Indy FGDF I28-5M - INDY FGDF - GSB&TM *NOP*,2020-05-04,Other School,,True
1005,Wendy,2W20,Female,GS,B&T,2020-03-18,Luna - 3L316 - GSBF,Indy FGDF I28-5M - INDY FGDF - GSB&TM *NOP*,2022-01-15,Graduated,Westchester County Puppy Raising Region,True
1006,Winnie,6W20,Female,GS,B&T,2020-03-18,Luna - 3L316 - GSBF,Indy FGDF I28-5M - INDY FGDF - GSB&TM *NOP*,2021-08-23,Released,Bay Puppy Raising Region,False
1007,Whim,7W20,Female,GS,B&T,2020-03-18,Luna - 3L316 - GSBF,Indy FGDF I28-5M - INDY FGDF - GSB&TM *NOP*,2022-03-21,Released,Wayne County Puppy Raising Region,False
1008,Whistler (Chief),3W20,Male,GS,B&T,2020-03-18,Luna - 3L316 - GSBF,Indy FGDF I28-5M - INDY FGDF - GSB&TM *NOP*,2022-03-08,Released,Fingerlakes Puppy Raising Region,False
1009,Ward,4W20,Male,GS,B&T,2020-03-18,Luna - 3L316 - GSBF,Indy FGDF I28-5M - INDY FGDF - GSB&TM *NOP*,2022-03-22,Released,Richmond Puppy Raising Region,False
1010,Wally,5W20,Male,GS,B&T,2020-03-18,Luna - 3L316 - GSBF,Indy FGDF I28-5M - INDY FGDF -GSB&TM *NOP*,2021-11-23,Released,Shenandoah Puppy Raising Region,False
1011,Whitney,8W20,Female,GS,B&T,2020-03-18,Luna - 3L316 - GSBF,Indy FGDF I28-5M - INDY FGDF -GSB&TM *NOP*,2021-05-26,Released,Wayne County Puppy Raising Region,False
1012,Vixen,1V20,Female,LR,Y,2020-03-16,Kyra - 5KK18 - LRBF,Yarmouth - 2YY18 - LRYM,2021-12-16,Released,Cleveland East Puppy Raising Region,False
1013,Vince,2V20,Male,LR,Y,2020-03-16,Kyra - 5KK18 - LRBF,Yarmouth - 2YY18 - LRYM,2022-04-18,Released,Adirondack Puppy Raising Region,False
1014,Ursula,4U20,Female,LR,B,2020-03-15,Oriole - 9O316 - LRYF,Kaplan - 1KK16 - LRBM,2022-08-16,Graduated,Cleveland West Puppy Raising Region,True
1016,Umberto (Luca),2U20,Male,LR,Y,2020-03-15,Oriole - 9O316 - LRYF,Kaplan - 1KK16 - LRBM,2020-04-29,Released,,False
1017,Ulysses,3U20,Male,LR,Y,2020-03-15,Oriole - 9O316 - LRYF,Kaplan - 1KK16 - LRBM,2022-09-13,Graduated,Dutchess NY Puppy Raising Region,True
1019,Tahoe (Sully),1T20,Male,LR,Y,2020-03-11,Leah - 3LL17 - LRYF,Tito - 2T18 - LRBM,2020-04-23,Released,,False
1020,Toby,4T20,Female,LR,B,2020-03-11,Leah - 3LL17 - LRYF,Tito - 2T18 - LRBM,2020-04-23,Released,,False
1021,Rooney,9R20,Male,LR,Y,2020-03-07,Tiara - 6TT15 - LRBF,Kisco - 6KK18 - LRYM,2022-09-01,Graduated,Monroe NY Puppy Raising Region,True
1022,Richie,1R20,Male,LR,Y,2020-03-07,Tiara - 6TT15 - LRBF,Kisco - 6KK18 - LRYM,2020-09-08,Released,Erie NY Puppy Raising Region,False
1023,Ruby,2R20,Female,LR,B,2020-03-07,Tiara - 6TT15 - LRBF,Kisco - 6KK18 - LRYM,2020-04-23,Released,,False
1025,Reese,4R20,Male,LR,Y,2020-03-07,Tiara - 6TT15 - LRBF,Kisco - 6KK18 - LRYM,2020-04-23,Released,,False
1026,Rhyme,5R20,Female,LR,Y,2020-03-07,Tiara - 6TT15 - LRBF,Kisco - 6KK18 - LRYM,2022-05-11,Released,Columbus Puppy Raising Region,False
1027,Rosemary,6R20,Female,LR,Y,2020-03-07,Tiara - 6TT15 - LRBF,Kisco - 6KK18 - LRYM,2021-07-23,Released,Lower Westchester Puppy Raising Region,False
1030,Sunshine,3S20,Female,LR,Y,2020-03-05,Frannie - 2FF17 - LRBF,Ryan - 9RR17 - LRYM,2022-01-04,Released,Fingerlakes Puppy Raising Region,False
1031,Sparky (Ricky 2040),4S20,Male,LR,B,2020-03-05,Frannie - 2FF17 - LRBF,Ryan - 9RR17 - LRYM,2021-11-18,Other School,,True
1032,Sandy (Petry),5S20,Female,LR,Y,2020-03-05,Frannie - 2FF17 - LRBF,Ryan - 9RR17 - LRYM,2022-01-12,Other School,,True
1033,Seth,9S20,Male,LR,B,2020-03-05,Frannie - 2FF17 - LRBF,Ryan - 9RR17 - LRYM,2021-08-05,Released,Rhode Island Puppy Raising Region,False
1034,Sassy,10S20,Female,LR,B,2020-03-05,Frannie - 2FF17 - LRBF,Ryan - 9RR17 - LRYM,2022-06-18,Graduated,New Hampshire Puppy Raising Region,True
1036,Sven (Pally 2039),1S20,Male,LR,Y,2020-03-05,Frannie - 2FF17 - LRBF,Ryan - 9RR17 - LRYM,2021-04-14,Other School,,True
1037,Solomon (Loki VI),6S20,Male,LR,B,2020-03-05,Frannie - 2FF17 - LRBF,Ryan - 9RR17 - LRYM,2022-01-12,Other School,,True
1039,Sabrina (Charity 2041),8S20,Female,LR,B,2020-03-05,Frannie - 2FF17 - LRBF,Ryan - 9RR17 - LRYM,2021-07-23,Other School,,True
1040,Eli FGDF,ELI FGDF,Male,GS,SABL,2020-03-02,FIONA FGDF - FIONA - GSBF *NOP*,Kayden FGDF K28- - KAYDEN - GSSABLM *NOP*,2022-07-29,Other School,,True
1041,Petra (Maggie),1P20,Female,GS,B&T,2020-03-02,Jenny - 1JJ18 - GSB&TF,Chase - 6C315 - GSB&TM,2020-04-17,Released,,False
1042,Pilot,2P20,Male,GS,B&T,2020-03-02,Jenny - 1JJ18 - GSB&TF,Chase - 6C315 - GSB&TM,2022-02-14,Graduated,Northern CT Puppy Raising Region,True
1043,Pride,3P20,Female,GS,B&T,2020-03-02,Jenny - 1JJ18 - GSB&TF,Chase - 6C315 - GSB&TM,2022-06-04,Graduated,Cleveland West Puppy Raising Region,True
1045,Ola,5O20,Female,LR,B,2020-03-01,Evie - 4E417 - LRYF,Oreo - 6O18 - LRBM,2020-04-13,Released,,False
1046,Opie (Sonny),6O20,Male,LR,Y,2020-03-01,Evie - 4E417 - LRYF,Oreo - 6O18 - LRBM,2020-04-13,Released,,False
1047,Orion,1O20,Female,LR,B,2020-03-01,Evie - 4E417 - LRYF,Oreo - 6O18 - LRBM,2020-12-14,Released,Monroe NY Puppy Raising Region,False
1049,Oahu (Acadia),2O20,Female,LR,Y,2020-03-01,Evie - 4E417 - LRYF,Oreo - 6O18 - LRBM,2020-04-13,Released,,False
1050,Dani (Diya) FGDF D29-4F,1N01269,Female,GS,B&T,2020-02-25,Yahtzee FGDF - YAHTZEE - GSBF *NOP*,Chase - 6C315 - GSB&TM,2022-09-08,Other School,,True
1051,Dax FGDF D29-6M,3N01269,Male,GS,B&T,2020-02-25,Yahtzee FGDF - YAHTZEE - GSBF *NOP*,Chase - 6C315 - GSB&TM,2022-09-08,Other School,,True
1052,Daphne FGDF D29-8F,2N01269,Female,GS,B&T,2020-02-25,Yahtzee FGDF - YAHTZEE - GSBF *NOP*,Chase - 6C315 - GSB&TM,2022-09-08,Other School,,True
1053,Dindi FGDF D29-3F,6N01269,Female,GS,B&T,2020-02-25,Yahtzee FGDF - YAHTZEE - GSBF *NOP*,Chase - 6C315 - GSB&TM,2022-09-08,Other School,,True
1054,Doc FGDF D29-7M,8N01269,Male,GS,B&T,2020-02-25,Yahtzee FGDF - YAHTZEE - GSBF *NOP*,Chase - 6C315 - GSB&TM,2022-09-08,Other School,,True
1055,Denise FGDF D29-2F,4N01269,Female,GS,B&T,2020-02-25,Yahtzee FGDF - YAHTZEE - GSBF *NOP*,Chase - 6C315 - GSB&TM,2022-09-08,Other School,,True
1056,Dexter FGDF D29-1M,5N01269,Male,GS,B&T,2020-02-25,Yahtzee FGDF - YAHTZEE - GSBF *NOP*,Chase - 6C315 - GSB&TM,2022-09-08,Other School,,True
1057,Dior FGDF D29-5F,7N01269,Female,GS,B&T,2020-02-25,Yahtzee FGDF - YAHTZEE - GSBF *NOP*,Chase - 6C315 - GSB&TM,2022-09-08,Other School,,True
1060,Nanette (Layla),4N20,Female,LR,B,2020-02-19,Orly - 7O14 - LRBF,Higgins - 4H17 - LRBM,2020-04-02,Released,,False
1061,Newport,5N20,Male,LR,B,2020-02-19,Orly - 7O14 - LRBF,Higgins - 4H17 - LRBM,2020-04-02,Released,,False
1062,Neutron (Henry),6N20,Male,LR,Y,2020-02-19,Orly - 7O14 - LRBF,Higgins - 4H17 - LRBM,2020-04-02,Released,,False
1065,Moana (Maddie),3M20,Female,LR,Y,2020-02-09,Bianca - P - 5B317 - LRYF,Ernest - 4E18 - LRYM,2020-03-24,Released,,False
1066,Molly,4M20,Female,LR,Y,2020-02-09,Bianca - P - 5B317 - LRYF,Ernest - 4E18 - LRYM,2021-06-30,Released,Westchester County Puppy Raising Region,False
1068,Marc,6M20,Male,LR,Y,2020-02-09,Bianca - P - 5B317 - LRYF,Ernest - 4E18 - LRYM,2022-05-26,Released,Richmond Puppy Raising Region,False
1069,Maguire (Charlie),1M20,Male,LR,Y,2020-02-09,Bianca - P - 5B317 - LRYF,Ernest - 4E18 - LRYM,2020-03-24,Released,,False
1070,Macrae (Owen),2M20,Male,LR,Y,2020-02-09,Bianca - P - 5B317 - LRYF,Ernest - 4E18 - LRYM,2020-03-24,Released,,False
1071,Maximus,8M20,Male,LR,Y,2020-02-09,Bianca - P - 5B317 - LRYF,Ernest - 4E18 - LRYM,2022-04-08,Released,Capital NY Puppy Raising Region,False
1072,London,1L20,Female,LR,Y,2020-02-05,Bonnie - 4B18 - LRYF,Garcia - 4G16 - LRYM,2022-04-25,Released,Fingerlakes Puppy Raising Region,False
1074,Lucille (Lucy),3L20,Female,LR,Y,2020-02-05,Bonnie - 4B18 - LRYF,Garcia - 4G16 - LRYM,2020-03-23,Released,,False
1076,Lilac,5L20,Female,LR,Y,2020-02-05,Bonnie - 4B18 - LRYF,Garcia - 4G16 - LRYM,2022-03-18,Released,Maine Puppy Raising Region,False
1077,Laura,6L20,Female,LR,Y,2020-02-05,Bonnie - 4B18 - LRYF,Garcia - 4G16 - LRYM,2020-03-23,Released,,False
1079,Luau (Skye),8L20,Female,LR,Y,2020-02-05,Bonnie - 4B18 - LRYF,Garcia - 4G16 - LRYM,2022-01-18,Released,Dominion Puppy Raising Region,False
1080,Laddie,10L20,Male,LR,Y,2020-02-05,Bonnie - 4B18 - LRYF,Garcia - 4G16 - LRYM,2021-07-14,Released,Rhode Island Puppy Raising Region,False
1082,Klondike (Wallace/Wally),1K20,Male,LR,B,2020-02-04,Noni - 2N18 - LRBF,Octane - P - 5O416 - LRYM,2020-03-24,Released,,False
1083,Kelsey,2K20,Female,LR,B,2020-02-04,Noni - 2N18 - LRBF,Octane - P - 5O416 - LRYM,2021-08-10,Released,Lower Westchester Puppy Raising Region,False
1084,Kalina,3K20,Female,LR,B,2020-02-04,Noni - 2N18 - LRBF,Octane - P - 5O416 - LRYM,2022-05-31,Released,Cleveland East Puppy Raising Region,False
1085,Kermit (Willie),5K20,Male,LR,B,2020-02-04,Noni - 2N18 - LRBF,Octane - P - 5O416 - LRYM,2020-03-24,Released,,False
1086,Kettle,6K20,Female,LR,B,2020-02-04,Noni - 2N18 - LRBF,Octane - P - 5O416 - LRYM,2021-09-21,Released,Cleveland East Puppy Raising Region,False
1088,Keenan,8K20,Male,LR,B,2020-02-04,Noni - 2N18 - LRBF,Octane - P - 5O416 - LRYM,2022-01-18,Released,North Carolina Puppy Raising Region,False
1089,Knight,9K20,Male,LR,B,2020-02-04,Noni - 2N18 - LRBF,Octane - P - 5O416 - LRYM,2021-05-14,Released,Prince William Puppy Raising Region,False
1090,Jason,1J20,Male,LR,B,2020-01-29,Terri - 3T18 - LRBF,Charlie - 10CC17 - LRYM,2022-09-02,Graduated,Montgomery Puppy Raising Region,True
1092,Jaedah,3J20,Female,LR,Y,2020-01-29,Terri - 3T18 - LRBF,Charlie - 10CC17 - LRYM,2022-05-18,Graduated,Northern CT Puppy Raising Region,True
1093,Jennings,5J20,Male,LR,B,2020-01-29,Terri - 3T18 - LRBF,Charlie - 10CC17 - LRYM,2021-01-07,Released,SWCT Puppy Raising Region,False
1094,Jeremy (Cory),6J20,Male,LR,B,2020-01-29,Terri - 3T18 - LRBF,Charlie - 10CC17 - LRYM,2020-03-24,Released,,False
1095,Gemma (Kyra),1I20,Female,LR,Y,2020-01-26,Oriana - 2O317 - LRYF,Kisco - 6KK18 - LRYM,2020-03-21,Released,,False
1096,Izod,2I20,Male,LR,Y,2020-01-26,Oriana - 2O317 - LRYF,Kisco - 6KK18 - LRYM,2022-04-25,Released,New Hampshire Puppy Raising Region,False
1097,Ivanna,3I20,Female,LR,Y,2020-01-26,Oriana - 2O317 - LRYF,Kisco - 6KK18 - LRYM,2022-01-26,Released,Northern CT Puppy Raising Region,False
1098,Ilsa,4I20,Female,LR,Y,2020-01-26,Oriana - 2O317 - LRYF,Kisco - 6KK18 - LRYM,2021-12-17,Released,Maine Puppy Raising Region,False
1099,Indiana (Grady),6I20,Male,LR,Y,2020-01-26,Oriana - 2O317 - LRYF,Kisco - 6KK18 - LRYM,2020-03-21,Released,,False
1100,Harold,8H20,Male,LR,B,2020-01-24,Edna - S - 1EE17 - LRBF,Charlie - 10CC17 - LRYM,2021-10-19,Released,Cleveland East Puppy Raising Region,False
1101,Hopi,9H20,Female,LR,B,2020-01-24,Edna - S - 1EE17 - LRBF,Charlie - 10CC17 - LRYM,2021-01-04,Released,Baltimore Puppy Raising Region,False
1102,Hattie,1H20,Female,LR,B,2020-01-24,Edna - S - 1EE17 - LRBF,Charlie - 10CC17 - LRYM,2022-07-19,Released,Maine Puppy Raising Region,False
1105,Harrison,4H20,Male,LR,Y,2020-01-24,Edna - S - 1EE17 - LRBF,Charlie - 10CC17 - LRYM,2020-03-19,Released,,False
1106,Hilton,5H20,Male,LR,Y,2020-01-24,Edna - S - 1EE17 - LRBF,Charlie - 10CC17 - LRYM,2021-10-07,Released,Maine Puppy Raising Region,False
1107,Harbor,6H20,Female,LR,Y,2020-01-24,Edna - S - 1EE17 - LRBF,Charlie - 10CC17 - LRYM,2022-05-09,Released,Central NY Puppy Raising Region,False
1108,Houston,7H20,Male,LR,Y,2020-01-24,Edna - S - 1EE17 - LRBF,Charlie - 10CC17 - LRYM,2020-03-19,Released,,False
1111,Finnian,1F20,Male,LR,B,2020-01-23,Winter - 1W18 - LRBF,Ryan - 9RR17 - LRYM,2022-03-23,Released,Montgomery Puppy Raising Region,False
1115,Felipe,6F20,Male,LR,B,2020-01-23,Winter - 1W18 - LRBF,Ryan - 9RR17 - LRYM,2021-03-22,Released,Westchester County Puppy Raising Region,False
1116,Fabian,7F20,Male,LR,B,2020-01-23,Winter - 1W18 - LRBF,Ryan - 9RR17 - LRYM,2020-03-19,Released,,False
1117,Farrell,8F20,Male,LR,B,2020-01-23,Winter - 1W18 - LRBF,Ryan - 9RR17 - LRYM,2020-03-19,Released,,False
1118,Ford,9F20,Male,LR,B,2020-01-23,Winter - 1W18 - LRBF,Ryan - 9RR17 - LRYM,2020-03-19,Released,,False
1120,Graham (Basco),3G20,Male,LR,Y,2020-01-23,MacKenzie - S - 2M18 - LRYF,Jasper - 4JJ17 - LRYM,2020-03-16,Released,,False
1122,Gary (Buddy),5G20,Male,LR,Y,2020-01-23,MacKenzie - S - 2M18 - LRYF,Jasper - 4JJ17 - LRYM,2020-03-16,Released,,False
1125,Elana,2E+20,Female,LR,Y,2020-01-12,Yoshi - 1Y17 - LRYF,Oreo - 6O18 - LRBM,2021-10-11,Graduated,Northern CT Puppy Raising Region,True
1126,Ellington,3E+20,Male,LR,Y,2020-01-12,Yoshi - 1Y17 - LRYF,Oreo - 6O18 - LRBM,2021-09-09,Released,Cleveland West Puppy Raising Region,False
1127,Emmeline,5E+20,Female,LR,B,2020-01-12,Yoshi - 1Y17 - LRYF,Oreo - 6O18 - LRBM,2022-02-15,Released,Dominion Puppy Raising Region,False
1128,Eleanor (Bunny),4E+20,Female,LR,B,2020-01-12,Yoshi - 1Y17 - LRYF,Oreo - 6O18 - LRBM,2020-03-06,Released,,False
1129,Ellery,6E+20,Male,LR,B,2020-01-12,Yoshi - 1Y17 - LRYF,Oreo - 6O18 - LRBM,2022-01-11,Released,Prince William Puppy Raising Region,False
1130,Ed,1E+20,Male,LR,B,2020-01-12,Yoshi - 1Y17 - LRYF,Oreo - 6O18 - LRBM,2020-03-12,Released,,False
1131,Dyson (Bruce),1D20,Male,LR,B,2020-01-10,Maya - 4MM15 - LRBF,Edgar - 1E315 - LRBM,2020-03-05,Released,,False
1134,Drake,3D20,Male,LR,B,2020-01-10,Maya - 4MM15 - LRBF,Edgar - 1E315 - LRBM,2022-04-22,Graduated,Bay Puppy Raising Region,True
1135,Deacon,6D20,Male,LR,B,2020-01-10,Maya - 4MM15 - LRBF,Edgar - 1E315 - LRBM,2020-03-05,Released,,False
1136,Clara PBB,CLARA PBB,Female,LR,B,2020-01-09,,,2021-05-06,Other School,,True
1137,Cady,1C20,Female,LR,Y,2020-01-08,Wheat - 8W317 - LRBF,Zinc - 8ZZ17 - LRYM,2022-04-05,Released,Wayne County Puppy Raising Region,False
1138,Carmen (Nala),2C20,Female,LR,B,2020-01-08,Wheat - 8W317 - LRBF,Zinc - 8ZZ17 - LRYM,2022-01-24,Released,Dominion Puppy Raising Region,False
1139,Coach,4C20,Male,LR,Y,2020-01-08,Wheat - 8W317 - LRBF,Zinc - 8ZZ17 - LRYM,2022-06-18,Graduated,Cleveland East Puppy Raising Region,True
1140,Chloe,3C20,Female,LR,Y,2020-01-08,Wheat - 8W317 - LRBF,Zinc - 8ZZ17 - LRYM,2020-03-04,Released,,False
1141,Cici,5C20,Female,LR,Y,2020-01-08,Wheat - 8W317 - LRBF,Zinc - 8ZZ17 - LRYM,2021-05-11,Released,Lower Westchester Puppy Raising Region,False
1142,Clint,7C20,Male,LR,B,2020-01-08,Wheat - 8W317 - LRBF,Zinc - 8ZZ17 - LRYM,2022-05-03,Released,Maine Puppy Raising Region,False
1143,Clara,8C20,Female,LR,B,2020-01-08,Wheat - 8W317 - LRBF,Zinc - 8ZZ17 - LRYM,2022-03-23,Released,Cattaraugus Puppy Raising Region,False
1144,Bocci,1B20,Male,LR,Y,2020-01-07,Lark - 4L18 - LRBF,Finn - 7F315 - LRYM,2022-03-16,Released,Westchester County Puppy Raising Region,False
1145,Branson,2B20,Male,LR,B,2020-01-07,Lark - 4L18 - LRBF,Finn - 7F315 - LRYM,2020-03-04,Released,,False
1148,Brittany,7B20,Female,LR,Y,2020-01-07,Lark - 4L18 - LRBF,Finn - 7F315 - LRYM,2020-03-03,Released,,False
1149,Bramble,8B20,Male,LR,Y,2020-01-07,Lark - 4L18 - LRBF,Finn - 7F315 - LRYM,2022-02-22,Released,Prince William Puppy Raising Region,False
1151,Barney,10B20,Male,LR,Y,2020-01-07,Lark - 4L18 - LRBF,Finn - 7F315 - LRYM,2021-05-27,Released,Dominion Puppy Raising Region,False
1152,Amos (Noche),1A20,Male,LR,B,2020-01-06,Wanda - S - 2WW15 - LRBF,Joe - 4JJ13 - LRBM,2020-03-04,Released,,False
1153,Andy,2A20,Male,LR,B,2020-01-06,Wanda - S - 2WW15 - LRBF,Joe - 4JJ13 - LRBM,2022-06-13,Released,Eastern MA Puppy Raising Region,False
