,Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire,Current Status Date,Status,Pass_Fail
2291,Layla,2L417,Female,LR,B,2017-11-20,Halo - 3H15 - LRBF,Ralston - 6R14 - LRYM,2020-01-25,Graduated,True
2293,Liam,3L417,Male,LR,B,2017-11-20,Halo - 3H15 - LRBF,Ralston - 6R14 - LRYM,2019-10-12,Graduated,True
2294,Lexa (Skylar),5L417,Female,LR,B,2017-11-20,Halo - 3H15 - LRBF,Ralston - 6R14 - LRYM,2018-01-18,Released,False
2295,Lima (Candy),6L417,Female,LR,B,2017-11-20,Halo - 3H15 - LRBF,Ralston - 6R14 - LRYM,2020-03-23,Other School,True
2296,Karina,6K417,Female,LR,B,2017-11-18,Bessie - 6B15 - LRBF,Dom GDB - 2X16 - LRYM,2019-06-20,Other School,True
2297,Kai,1K417,Male,LR,B,2017-11-18,Bessie - 6B15 - LRBF,Dom GDB - 2X16 - LRYM,2020-04-03,Other School,True
2298,Kam,3K417,Male,LR,B,2017-11-18,Bessie - 6B15 - LRBF,Dom GDB - 2X16 - LRYM,2020-05-08,Retired,True
2299,Kaya,5K417,Female,LR,B,2017-11-18,Bessie - 6B15 - LRBF,Dom GDB - 2X16 - LRYM,2019-11-23,Released,False
2300,Kibble,7K417,Female,LR,B,2017-11-18,Bessie - 6B15 - LRBF,Dom GDB - 2X16 - LRYM,2019-09-09,Released,False
2301,Kenny,8K417,Male,LR,B,2017-11-18,Bessie - 6B15 - LRBF,Dom GDB - 2X16 - LRYM,2018-01-16,Released,False
2302,Kalissa (Chloe),2K417,Female,LR,B,2017-11-18,Bessie - 6B15 - LRBF,Dom GDB - 2X16 - LRYM,2020-03-23,Other School,True
2303,Kazu (Hank),4K417,Male,LR,B,2017-11-18,Bessie - 6B15 - LRBF,Dom GDB - 2X16 - LRYM,2020-03-23,Other School,True
2304,Jax (Maxwell),5J417,Male,LR,Y,2017-11-16,Becka - 1B15 - LRYF,Jamis TSE - JAMIS - LRBM *NOP*,2020-03-23,Other School,True
2305,Johnny,1J417,Male,LR,Y,2017-11-16,Becka - 1B15 - LRYF,Jamis TSE - JAMIS - LRBM *NOP*,2019-04-19,Released,False
2306,Judson,6J417,Male,LR,B,2017-11-16,Becka - 1B15 - LRYF,Jamis TSE - JAMIS - LRBM *NOP*,2020-03-21,Graduated,True
2307,Jordy,7J417,Male,LR,B,2017-11-16,Becka - 1B15 - LRYF,Jamis TSE - JAMIS - LRBM *NOP*,2020-01-24,Released,False
2308,Jayden,8J417,Female,LR,Y,2017-11-16,Becka - 1B15 - LRYF,Jamis TSE - JAMIS - LRBM *NOP*,2019-04-15,Released,False
2309,Josephine (Sparkle),4J417,Female,LR,Y,2017-11-16,Becka - 1B15 - LRYF,Jamis TSE - JAMIS - LRBM *NOP*,2019-06-26,Other School,True
2310,Jada,2J417,Female,LR,B,2017-11-16,Becka - 1B15 - LRYF,Jamis TSE - JAMIS - LRBM *NOP*,2019-05-20,Other School,True
2313,Irvin,1I417,Male,GS,B&T,2017-11-15,Gem - 8G15 - GSB&TF,Chase - 6C315 - GSB&TM,2019-05-16,Released,False
2314,Indra,2I417,Female,GS,B&T,2017-11-15,Gem - 8G15 - GSB&TF,Chase - 6C315 - GSB&TM,2019-12-20,Released,False
2315,Ivanna (Rexie),3I417,Female,GS,B&T,2017-11-15,Gem - 8G15 - GSB&TF,Chase - 6C315 - GSB&TM,2018-01-10,Released,False
2316,Ives,4I417,Male,GS,B&T,2017-11-15,Gem - 8G15 - GSB&TF,Chase - 6C315 - GSB&TM,2018-06-12,Released,False
2317,Iota,5I417,Male,GS,B&T,2017-11-15,Gem - 8G15 - GSB&TF,Chase - 6C315 - GSB&TM,2019-01-28,Released,False
2318,Havana,2H417,Female,LR,B,2017-11-14,Lizzie - 6L315 - LRBF,Jamis TSE - JAMIS - LRBM *NOP*,2019-03-05,Released,False
2319,Harry,3H417,Male,LR,B,2017-11-14,Lizzie - 6L315 - LRBF,Jamis TSE - JAMIS - LRBM *NOP*,2020-06-23,Retired,True
2320,Haskell,6H417,Male,LR,B,2017-11-14,Lizzie - 6L315 - LRBF,Jamis TSE - JAMIS - LRBM *NOP*,2019-11-09,Graduated,True
2321,Henrietta,7H417,Female,LR,B,2017-11-14,Lizzie - 6L315 - LRBF,Jamis TSE - JAMIS - LRBM *NOP*,2019-10-12,Graduated,True
2322,Harold,8H417,Male,LR,B,2017-11-14,Lizzie - 6L315 - LRBF,Jamis TSE - JAMIS - LRBM *NOP*,2018-01-09,Released,False
2323,Hodge,9H417,Male,LR,B,2017-11-14,Lizzie - 6L315 - LRBF,Jamis TSE - JAMIS - LRBM *NOP*,2020-03-06,Retired,True
2324,Hydra,5H417,Female,LR,B,2017-11-14,Lizzie - 6L315 - LRBF,Jamis TSE - JAMIS - LRBM *NOP*,2019-05-22,Other School,True
2325,Henry,1H417,Male,LR,B,2017-11-14,Lizzie - 6L315 - LRBF,Jamis TSE - JAMIS - LRBM *NOP*,2018-01-09,Released,False
2326,Halsey (Hailee),4H417,Female,LR,B,2017-11-14,Lizzie - 6L315 - LRBF,Jamis TSE - JAMIS - LRBM *NOP*,2018-01-09,Released,False
2327,Gabby,3G417,Female,LR,B,2017-11-09,Samantha - S - 4S315 - LRBF,Carlos - 5C15 - LRBM,2019-09-25,Released,False
2328,Galina,4G417,Female,LR,Y,2017-11-09,Samantha - S - 4S315 - LRBF,Carlos - 5C15 - LRBM,2019-10-21,Released,False
2329,Glenna,5G417,Female,LR,B,2017-11-09,Samantha - S - 4S315 - LRBF,Carlos - 5C15 - LRBM,2019-10-12,Graduated,True
2330,Foxy (Barley),1F417,Female,LR,Y,2017-11-01,Courtney - 8C414 - LRBF,Florian - S - 2F415 - LRYM,2020-03-20,Other School,True
2331,Fritzie,3F417,Male,LR,Y,2017-11-01,Courtney - 8C414 - LRBF,Florian - S - 2F415 - LRYM,2017-12-22,Released,False
2332,Fauna,4F417,Female,LR,Y,2017-11-01,Courtney - 8C414 - LRBF,Florian - S - 2F415 - LRYM,2019-09-14,Graduated,True
2333,Frodo,7F417,Male,LR,B,2017-11-01,Courtney - 8C414 - LRBF,Florian - S - 2F415 - LRYM,2019-08-08,Released,False
2334,Fuschia,5F417,Female,LR,B,2017-11-01,Courtney - 8C414 - LRBF,Florian - S - 2F415 - LRYM,2019-05-10,Released,False
2335,Fulton,6F417,Male,LR,B,2017-11-01,Courtney - 8C414 - LRBF,Florian - S - 2F415 - LRYM,2019-07-05,Released,False
2336,Ellery (Bristol),3E417,Female,LR,Y,2017-10-26,Starling - 2S14 - LRBF,Heyden - 4H16 - LRYM,2020-03-18,Other School,True
2337,Everest,1E417,Male,LR,Y,2017-10-26,Starling - 2S14 - LRBF,Heyden - 4H16 - LRYM,2019-10-12,Graduated,True
2338,Elena (Luna),2E417,Female,LR,B,2017-10-26,Starling - 2S14 - LRBF,Heyden - 4H16 - LRYM,2017-12-21,Released,False
2339,Egypt,7E417,Female,LR,B,2017-10-26,Starling - 2S14 - LRBF,Heyden - 4H16 - LRYM,2019-06-11,Released,False
2340,Ella,8E417,Female,LR,Y,2017-10-26,Starling - 2S14 - LRBF,Heyden - 4H16 - LRYM,2019-05-20,Released,False
2342,Elijah,5E417,Male,LR,B,2017-10-26,Starling - 2S14 - LRBF,Heyden - 4H16 - LRYM,2019-04-08,Released,False
2343,Everett,6E417,Male,LR,Y,2017-10-26,Starling - 2S14 - LRBF,Heyden - 4H16 - LRYM,2018-01-03,Released,False
2344,Eros,9E417,Male,LR,Y,2017-10-26,Starling - 2S14 - LRBF,Heyden - 4H16 - LRYM,2021-05-25,Graduated,True
2345,Edric,10E417,Male,LR,Y,2017-10-26,Starling - 2S14 - LRBF,Heyden - 4H16 - LRYM,2020-01-25,Graduated,True
2347,Dale (Pride),1D417,Male,LR,Y,2017-10-19,Erin - P - 5E315 - LRCHOCF,Dom GDB - 2X16 - LRYM,2020-03-18,Other School,True
2348,Dodge (DeKalb),9D417,Male,LR,B,2017-10-19,Erin - P - 5E315 - LRCHOCF,Dom GDB - 2X16 - LRYM,2022-08-03,Other School,True
2349,Dream (Delancey),6D417,Female,LR,Y,2017-10-19,Erin - P - 5E315 - LRCHOCF,Dom GDB - 2X16 - LRYM,2019-06-24,Other School,True
2350,Dustin,2D417,Male,LR,Y,2017-10-19,Erin - P - 5E315 - LRCHOCF,Dom GDB - 2X16 - LRYM,2019-12-07,Graduated,True
2351,Duffy (Bohdi),3D417,Male,LR,B,2017-10-19,Erin - P - 5E315 - LRCHOCF,Dom GDB - 2X16 - LRYM,2017-12-12,Released,False
2352,Dakota,4D417,Female,LR,B,2017-10-19,Erin - P - 5E315 - LRCHOCF,Dom GDB - 2X16 - LRYM,2022-06-29,Other School,True
2353,Drummer,5D417,Male,LR,B,2017-10-19,Erin - P - 5E315 - LRCHOCF,Dom GDB - 2X16 - LRYM,2019-09-14,Graduated,True
2354,Donna (Gidget),7D417,Female,LR,B,2017-10-19,Erin - P - 5E315 - LRCHOCF,Dom GDB - 2X16 - LRYM,2017-12-13,Released,False
2355,Dillon (Judge),8D417,Male,LR,B,2017-10-19,Erin - P - 5E315 - LRCHOCF,Dom GDB - 2X16 - LRYM,2019-10-09,Released,False
2356,Dinah,10D417,Female,LR,B,2017-10-19,Erin - P - 5E315 - LRCHOCF,Dom GDB - 2X16 - LRYM,2017-12-20,Released,False
2357,Candy,1C417,Female,LR,Y,2017-10-17,Linda - 10L315 - LRBF,Stu - 2S315 - LRYM,2020-07-19,Released,False
2358,Chianti,4C417,Female,LR,B,2017-10-17,Linda - 10L315 - LRBF,Stu - 2S315 - LRYM,2019-08-06,Released,False
2359,Cybil (Paige),6C417,Female,LR,B,2017-10-17,Linda - 10L315 - LRBF,Stu - 2S315 - LRYM,2020-03-18,Other School,True
2360,Chet,7C417,Male,LR,B,2017-10-17,Linda - 10L315 - LRBF,Stu - 2S315 - LRYM,2019-12-09,Released,False
2361,Cappy,2C417,Female,LR,Y,2017-10-17,Linda - 10L315 - LRBF,Stu - 2S315 - LRYM,2019-05-23,Released,False
2362,Casper,3C417,Male,LR,Y,2017-10-17,Linda - 10L315 - LRBF,Stu - 2S315 - LRYM,2019-07-12,Released,False
2365,Bonnie (Elly),9B417,Female,LR,Y,2017-10-15,Bronte - 5B411 - LRYF,Ingot - 7I314 - LRYM,2020-03-17,Other School,True
2366,Baldwin,1B417,Male,LR,Y,2017-10-15,Bronte - 5B411 - LRYF,Ingot - 7I314 - LRYM,2017-12-07,Released,False
2367,Banjo,2B417,Male,LR,Y,2017-10-15,Bronte - 5B411 - LRYF,Ingot - 7I314 - LRYM,2019-04-09,Released,False
2368,Beamer,5B417,Male,LR,Y,2017-10-15,Bronte - 5B411 - LRYF,Ingot - 7I314 - LRYM,2018-11-13,Released,False
2369,Bernice,6B417,Female,LR,Y,2017-10-15,Bronte - 5B411 - LRYF,Ingot - 7I314 - LRYM,2017-12-07,Released,False
2370,Blaze,7B417,Male,LR,Y,2017-10-15,Bronte - 5B411 - LRYF,Ingot - 7I314 - LRYM,2019-09-14,Graduated,True
2371,Alice,1A417,Female,LR,B,2017-10-08,Virgo - 2VV14 - LRBF,Chester - 1CC15 - LRBM,2019-02-08,Released,False
2372,Winter (Lucky),1W317,Female,LR,Y,2017-10-08,Dorothy - 6D13 - LRBF,Garcia - 4G16 - LRYM,2020-03-23,Other School,True
2373,Watson (Knight),2W317,Male,LR,B,2017-10-08,Dorothy - 6D13 - LRBF,Garcia - 4G16 - LRYM,2020-03-23,Other School,True
2375,Annabelle,2A417,Female,LR,B,2017-10-08,Virgo - 2VV14 - LRBF,Chester - 1CC15 - LRBM,2021-09-08,Retired,True
2376,Arrow (Layla),4A417,Female,LR,Y,2017-10-08,Virgo - 2VV14 - LRBF,Chester - 1CC15 - LRBM,2018-04-10,Released,False
2377,Archer (Tuckerman),5A417,Male,LR,B,2017-10-08,Virgo - 2VV14 - LRBF,Chester - 1CC15 - LRBM,2019-03-04,Released,False
2378,Astra,6A417,Female,LR,B,2017-10-08,Virgo - 2VV14 - LRBF,Chester - 1CC15 - LRBM,2019-08-02,Released,False
2379,Ajax,7A417,Male,LR,B,2017-10-08,Virgo - 2VV14 - LRBF,Chester - 1CC15 - LRBM,2019-10-07,Released,False
2380,Ambi,8A417,Female,LR,Y,2017-10-08,Virgo - 2VV14 - LRBF,Chester - 1CC15 - LRBM,2019-05-16,Released,False
2381,Ariel,9A417,Female,LR,B,2017-10-08,Virgo - 2VV14 - LRBF,Chester - 1CC15 - LRBM,2019-07-20,Graduated,True
2382,Woodrow,3W317,Male,LR,B,2017-10-08,Dorothy - 6D13 - LRBF,Garcia - 4G16 - LRYM,2019-07-03,Released,False
2383,Windy (Sadie),5W317,Female,LR,B,2017-10-08,Dorothy - 6D13 - LRBF,Garcia - 4G16 - LRYM,2017-12-01,Released,False
2384,William,4W317,Male,LR,Y,2017-10-08,Dorothy - 6D13 - LRBF,Garcia - 4G16 - LRYM,2019-10-12,Graduated,True
2385,Winslow,6W317,Male,LR,B,2017-10-08,Dorothy - 6D13 - LRBF,Garcia - 4G16 - LRYM,2019-06-25,Released,False
2386,Walton,7W317,Male,LR,Y,2017-10-08,Dorothy - 6D13 - LRBF,Garcia - 4G16 - LRYM,2020-02-22,Graduated,True
2388,Verdi (Max),5V317,Male,LR,B,2017-09-30,Doris - 6D312 - LRYF,Viking - 2V314 - LRBM,2020-03-23,Other School,True
2389,Vinny,2V317,Male,LR,B,2017-09-30,Doris - 6D312 - LRYF,Viking - 2V314 - LRBM,2019-07-19,Released,False
2390,Vern,3V317,Male,LR,B,2017-09-30,Doris - 6D312 - LRYF,Viking - 2V314 - LRBM,2019-08-17,Graduated,True
2391,Vale,4V317,Male,LR,B,2017-09-30,Doris - 6D312 - LRYF,Viking - 2V314 - LRBM,2019-07-12,Released,False
2392,Vander (Luke),6V317,Male,LR,B,2017-09-30,Doris - 6D312 - LRYF,Viking - 2V314 - LRBM,2017-11-20,Released,False
2393,Vera,7V317,Female,LR,Y,2017-09-30,Doris - 6D312 - LRYF,Viking - 2V314 - LRBM,2019-05-09,Released,False
2394,Vespa,8V317,Female,LR,B,2017-09-30,Doris - 6D312 - LRYF,Viking - 2V314 - LRBM,2019-09-14,Graduated,True
2395,Tessi,1T317,Female,LR,Y,2017-09-24,Mia GDB - 1X16 - LRYF,Ingot - 7I314 - LRYM,2019-08-17,Graduated,True
2396,Tatum,2T317,Female,LR,Y,2017-09-24,Mia GDB - 1X16 - LRYF,Ingot - 7I314 - LRYM,2019-08-17,Graduated,True
2397,Tucker,3T317,Male,LR,Y,2017-09-24,Mia GDB - 1X16 - LRYF,Ingot - 7I314 - LRYM,2018-08-13,Released,False
2398,Topaz (Tucker),4T317,Female,LR,Y,2017-09-24,Mia GDB - 1X16 - LRYF,Ingot - 7I314 - LRYM,2017-11-13,Released,False
2399,Teddy,5T317,Male,LR,Y,2017-09-24,Mia GDB - 1X16 - LRYF,Ingot - 7I314 - LRYM,2020-01-25,Graduated,True
2400,Stacey,5S317,Female,LR,Y,2017-09-21,Harlow - 1H16 - LRYF,Raleigh - 3RR14 - LRYM,2019-07-10,Released,False
2401,Sterling (Bruce),1S317,Male,LR,Y,2017-09-21,Harlow - 1H16 - LRYF,Raleigh - 3RR14 - LRYM,2017-11-14,Released,False
2402,Skipper,2S317,Male,LR,Y,2017-09-21,Harlow - 1H16 - LRYF,Raleigh - 3RR14 - LRYM,2020-03-04,Released,False
2403,Sander,4S317,Male,LR,Y,2017-09-21,Harlow - 1H16 - LRYF,Raleigh - 3RR14 - LRYM,2017-11-14,Released,False
2404,Braydee CDC,1B2017M6,Male,LR,Y,2017-09-15,Bette - 4BB15 - LRBF,Adam 2 - 6A415 - LRYM,2017-12-19,Other School,True
2405,Reicher (Poppy),2R317,Male,LR,Y,2017-09-14,Flaxen - 7F14 - LRYF,Jamis TSE - JAMIS - LRBM *NOP*,2020-03-23,Other School,True
2406,Rascal,4R317,Male,LR,Y,2017-09-14,Flaxen - 7F14 - LRYF,Jamis TSE - JAMIS - LRBM *NOP*,2019-04-29,Released,False
2407,Romeo,5R317,Male,LR,B,2017-09-14,Flaxen - 7F14 - LRYF,Jamis TSE - JAMIS - LRBM *NOP*,2020-08-04,Released,False
2408,Rosa,6R317,Female,LR,B,2017-09-14,Flaxen - 7F14 - LRYF,Jamis TSE - JAMIS - LRBM *NOP*,2019-03-08,Released,False
2409,Rocket,7R317,Male,LR,B,2017-09-14,Flaxen - 7F14 - LRYF,Jamis TSE - JAMIS - LRBM *NOP*,2018-12-26,Released,False
2410,Ramsey,1R317,Male,LR,Y,2017-09-14,Flaxen - 7F14 - LRYF,Jamis TSE - JAMIS - LRBM *NOP*,2019-08-06,Released,False
2411,Richie,3R317,Male,LR,Y,2017-09-14,Flaxen - 7F14 - LRYF,Jamis TSE - JAMIS - LRBM *NOP*,2019-06-28,Released,False
2412,Patch (Elliott),7P317,Male,LR,Y,2017-09-12,Joplin - 4J16 - LRYF,Wallace - 5W315 - LRBM,2020-03-23,Other School,True
2413,Packer (Jack),1P317,Male,LR,B,2017-09-12,Joplin - 4J16 - LRYF,Wallace - 5W315 - LRBM,2017-11-03,Released,False
2414,Peggy,2P317,Female,LR,B,2017-09-12,Joplin - 4J16 - LRYF,Wallace - 5W315 - LRBM,2019-01-23,Released,False
2415,Prince (Castle),3P317,Male,LR,B,2017-09-12,Joplin - 4J16 - LRYF,Wallace - 5W315 - LRBM,2019-04-24,Released,False
2416,Plato (Parker),4P317,Male,LR,Y,2017-09-12,Joplin - 4J16 - LRYF,Wallace - 5W315 - LRBM,2017-11-03,Released,False
2417,Quinn,4Q317,Female,LR,Y,2017-09-12,Daphne - 1D413 - LRBF,Stu - 2S315 - LRYM,2019-01-23,Released,False
2418,Quaker,5Q317,Female,LR,B,2017-09-12,Daphne - 1D413 - LRBF,Stu - 2S315 - LRYM,2019-02-19,Released,False
2419,Peace,5P317,Female,LR,Y,2017-09-12,Joplin - 4J16 - LRYF,Wallace - 5W315 - LRBM,2018-09-14,Released,False
2420,Pierce,6P317,Male,LR,Y,2017-09-12,Joplin - 4J16 - LRYF,Wallace - 5W315 - LRBM,2020-01-25,Graduated,True
2421,Que,6Q317,Female,LR,B,2017-09-12,Daphne - 1D413 - LRBF,Stu - 2S315 - LRYM,2019-06-13,Released,False
2422,Quentin (Dracaris),1Q317,Male,LR,Y,2017-09-12,Daphne - 1D413 - LRBF,Stu - 2S315 - LRYM,2017-11-02,Released,False
2423,Quella,2Q317,Female,LR,Y,2017-09-12,Daphne - 1D413 - LRBF,Stu - 2S315 - LRYM,2019-09-14,Graduated,True
2424,Quail,3Q317,Female,LR,B,2017-09-12,Daphne - 1D413 - LRBF,Stu - 2S315 - LRYM,2017-11-02,Released,False
2425,Ollie (Holness),5O317,Male,LR,Y,2017-09-11,Figgie - 6F14 - LRYF,Stu - 2S315 - LRYM,2018-02-01,Released,False
2426,Ola (Ella),1O317,Female,LR,Y,2017-09-11,Figgie - 6F14 - LRYF,Stu - 2S315 - LRYM,2017-11-01,Released,False
2429,Ohana,4O317,Female,LR,Y,2017-09-11,Figgie - 6F14 - LRYF,Stu - 2S315 - LRYM,2019-05-08,Released,False
2431,Nimble (Barbs),10N317,Female,LR,Y,2017-08-31,Oren - 6O313 - LRYF,Viking - 2V314 - LRBM,2020-03-23,Other School,True
2432,Nacey (Avalon),6N317,Female,LR,B,2017-08-31,Oren - 6O313 - LRYF,Viking - 2V314 - LRBM,2020-03-23,Other School,True
2433,Nemo,1N317,Male,LR,B,2017-08-31,Oren - 6O313 - LRYF,Viking - 2V314 - LRBM,2019-07-20,Graduated,True
2434,Nikki,2N317,Female,LR,B,2017-08-31,Oren - 6O313 - LRYF,Viking - 2V314 - LRBM,2019-08-08,Released,False
2435,Nectar,9N317,Female,LR,Y,2017-08-31,Oren - 6O313 - LRYF,Viking - 2V314 - LRBM,2019-07-20,Graduated,True
2436,Nia (Rudy),11N317,Female,LR,Y,2017-08-31,Oren - 6O313 - LRYF,Viking - 2V314 - LRBM,2017-10-26,Released,False
2437,Nash (Barnaby Nash),3N317,Male,LR,Y,2017-08-31,Oren - 6O313 - LRYF,Viking - 2V314 - LRBM,2019-04-23,Released,False
2438,Nettie,4N317,Female,LR,Y,2017-08-31,Oren - 6O313 - LRYF,Viking - 2V314 - LRBM,2020-03-14,Retired,True
2439,Nickel,12N317,Male,LR,Y,2017-08-31,Oren - 6O313 - LRYF,Viking - 2V314 - LRBM,2019-06-28,Released,False
2440,Nitro,5N317,Male,LR,B,2017-08-31,Oren - 6O313 - LRYF,Viking - 2V314 - LRBM,2019-12-07,Graduated,True
2441,Norris,8N317,Male,LR,Y,2017-08-31,Oren - 6O313 - LRYF,Viking - 2V314 - LRBM,2019-01-22,Released,False
2442,Matrix (Radar),5M317,Male,LR,B,2017-08-18,Flossie - 4F13 - LRBF,Stu - 2S315 - LRYM,2020-03-23,Other School,True
2443,Maui (Oakie),4M317,Female,LR,B,2017-08-18,Flossie - 4F13 - LRBF,Stu - 2S315 - LRYM,2020-03-23,Other School,True
2444,Malia,2M317,Female,LR,B,2017-08-18,Flossie - 4F13 - LRBF,Stu - 2S315 - LRYM,2019-06-22,Graduated,True
2445,Mika,3M317,Female,LR,B,2017-08-18,Flossie - 4F13 - LRBF,Stu - 2S315 - LRYM,2019-06-12,Released,False
2446,Marvel,8M317,Male,LR,Y,2017-08-18,Flossie - 4F13 - LRBF,Stu - 2S315 - LRYM,2019-05-14,Released,False
2447,Medley,1M317,Female,LR,B,2017-08-18,Flossie - 4F13 - LRBF,Stu - 2S315 - LRYM,2019-02-20,Released,False
2448,Mac,6M317,Male,LR,B,2017-08-18,Flossie - 4F13 - LRBF,Stu - 2S315 - LRYM,2018-12-03,Released,False
2449,Marcella,7M317,Female,LR,Y,2017-08-18,Flossie - 4F13 - LRBF,Stu - 2S315 - LRYM,2019-03-11,Released,False
2452,Liam (Franklin),2L317,Male,LR,B,2017-08-16,Pink - 3PP14 - LRBF,Elway - 10E414 - LRYM,2020-03-23,Other School,True
2453,Lyric,1L317,Female,LR,Y,2017-08-16,Pink - 3PP14 - LRBF,Elway - 10E414 - LRYM,2019-01-22,Released,False
2454,Leonard,3L317,Male,LR,Y,2017-08-16,Pink - 3PP14 - LRBF,Elway - 10E414 - LRYM,2019-07-20,Graduated,True
2455,Lester,4L317,Male,LR,Y,2017-08-16,Pink - 3PP14 - LRBF,Elway - 10E414 - LRYM,2019-01-25,Released,False
2456,Lucky,5L317,Male,LR,B,2017-08-16,Pink - 3PP14 - LRBF,Elway - 10E414 - LRYM,2019-06-13,Released,False
2457,Karma,4K317,Female,LR,Y,2017-08-14,Gemma - 1G512 - LRBF,Dom GDB - 2X16 - LRYM,2018-04-13,Released,False
2458,Kipling,5K317,Male,LR,Y,2017-08-14,Gemma - 1G512 - LRBF,Dom GDB - 2X16 - LRYM,2019-03-18,Released,False
2459,Kenny (Teddy),1K317,Male,LR,B,2017-08-14,Gemma - 1G512 - LRBF,Dom GDB - 2X16 - LRYM,2017-10-09,Released,False
2460,Kafka,2K317,Male,LR,Y,2017-08-14,Gemma - 1G512 - LRBF,Dom GDB - 2X16 - LRYM,2017-10-05,Released,False
2461,Keats,3K317,Male,LR,Y,2017-08-14,Gemma - 1G512 - LRBF,Dom GDB - 2X16 - LRYM,2019-09-11,Released,False
2462,Jefferson (Bucky),4J317,Male,LR,Y,2017-08-01,Haven - 2H15 - LRBF,Adam 2 - 6A415 - LRYM,2018-03-05,Other School,True
2463,Jude,2J317,Male,LR,Y,2017-08-01,Haven - 2H15 - LRBF,Adam 2 - 6A415 - LRYM,2019-08-17,Graduated,True
2464,Jones,8J317,Male,LR,Y,2017-08-01,Haven - 2H15 - LRBF,Adam 2 - 6A415 - LRYM,2021-09-19,Retired,True
2465,Jojo,9J317,Male,LR,B,2017-08-01,Haven - 2H15 - LRBF,Adam 2 - 6A415 - LRYM,2020-08-06,Released,False
2467,Jill,5J317,Female,LR,Y,2017-08-01,Haven - 2H15 - LRBF,Adam 2 - 6A415 - LRYM,2019-04-16,Released,False
2468,Jonas,6J317,Male,LR,Y,2017-08-01,Haven - 2H15 - LRBF,Adam 2 - 6A415 - LRYM,2019-01-11,Released,False
2469,Jett (Hobie),7J317,Male,LR,B,2017-08-01,Haven - 2H15 - LRBF,Adam 2 - 6A415 - LRYM,2017-09-26,Released,False
2470,Cathy,10001239,Female,GS,B&T,2017-07-29,Rasha - 2R314 - GSB&TF *NOP*,Amazing Archie GDBA - ARCHIE1 - GSB&TM *NOP*,2019-11-01,Other School,True
2471,Fabian,4001239,Male,GS,B&T,2017-07-29,Rasha - 2R314 - GSB&TF *NOP*,Amazing Archie GDBA - ARCHIE1 - GSB&TM *NOP*,2019-11-01,Other School,True
2472,Cain,1001239,Male,GS,B&T,2017-07-29,Rasha - 2R314 - GSB&TF *NOP*,Amazing Archie GDBA - ARCHIE1 - GSB&TM *NOP*,2019-11-01,Other School,True
2473,Bruno,3001239,Male,GS,B&T,2017-07-29,Rasha - 2R314 - GSB&TF *NOP*,Amazing Archie GDBA - ARCHIE1 - GSB&TM *NOP*,2019-11-01,Other School,True
2474,Croft,5001239,Male,GS,B&T,2017-07-29,Rasha - 2R314 - GSB&TF *NOP*,Amazing Archie GDBA - ARCHIE1 - GSB&TM *NOP*,2019-11-01,Other School,True
2475,Chad,6001239,Male,GS,B&T,2017-07-29,Rasha - 2R314 - GSB&TF *NOP*,Amazing Archie GDBA - ARCHIE1 - GSB&TM *NOP*,2019-11-01,Other School,True
2476,Brody,2001239,Male,GS,B&T,2017-07-29,Rasha - 2R314 - GSB&TF *NOP*,Amazing Archie GDBA - ARCHIE1 - GSB&TM *NOP*,2019-11-01,Other School,True
2477,Casey,8001239,Female,GS,B&T,2017-07-29,Rasha - 2R314 - GSB&TF *NOP*,Amazing Archie GDBA - ARCHIE1 - GSB&TM *NOP*,2019-11-01,Other School,True
2478,Cookie,12001239,Female,GS,B&T,2017-07-29,Rasha - 2R314 - GSB&TF *NOP*,Amazing Archie GDBA - ARCHIE1 - GSB&TM *NOP*,2019-11-01,Other School,True
2479,Cody,13001239,Female,GS,B&T,2017-07-29,Rasha - 2R314 - GSB&TF *NOP*,Amazing Archie GDBA - ARCHIE1 - GSB&TM *NOP*,2019-11-01,Other School,True
2480,Cleo,9001239,Female,GS,B&T,2017-07-29,Rasha - 2R314 - GSB&TF *NOP*,Amazing Archie GDBA - ARCHIE1 - GSB&TM *NOP*,2019-11-01,Other School,True
2481,Cora,1X17,Female,GS,B&T,2017-07-29,Rasha - 2R314 - GSB&TF *NOP*,Amazing Archie GDBA - ARCHIE1 - GSB&TM *NOP*,2019-01-11,Released,False
2482,Ives (Willie),2I317,Male,LR,B,2017-07-20,Athena - 9A411 - LRBF,Dom GDB - 2X16 - LRYM,2017-09-11,Released,False
2483,Iron,6I317,Male,LR,Y,2017-07-20,Athena - 9A411 - LRBF,Dom GDB - 2X16 - LRYM,2019-04-02,Released,False
2484,Icarus,7I317,Male,LR,Y,2017-07-20,Athena - 9A411 - LRBF,Dom GDB - 2X16 - LRYM,2021-04-22,Graduated,True
2485,Icabod,1I317,Male,LR,Y,2017-07-20,Athena - 9A411 - LRBF,Dom GDB - 2X16 - LRYM,2017-09-13,Released,False
2486,Imus,3I317,Male,LR,Y,2017-07-20,Athena - 9A411 - LRBF,Dom GDB - 2X16 - LRYM,2019-06-22,Graduated,True
2487,Ira,4I317,Male,LR,B,2017-07-20,Athena - 9A411 - LRBF,Dom GDB - 2X16 - LRYM,2020-10-31,Graduated,True
2488,Izzie,5I317,Female,LR,B,2017-07-20,Athena - 9A411 - LRBF,Dom GDB - 2X16 - LRYM,2019-01-08,Released,False
